CUI	DEF
C1964002	Encephalopathy and delirium commonly have infectious or metabolic etiologies. May also be drug-induced (focus of this SMQ). In the case of metabolic disorders, it is possible that drug plays a contributory or causative role for underlying metabolic abnormality. Encephalopathy and delirium may be reported synonymously; however delirium may be narrower in scope. 1) Encephalopathy: Defined as any degenerative or diffuse disease of the brain that alters brain structure or function. Many sub-forms including: biliary; demyelinating; Wernicke's; secondary to infections; and secondary to drug-induced metabolic disorders such as hepatic encephalopathy, hyperammonemia, hypoglycemia, hyponatremia, uremia. Leukoencephalopathy (encephalopathy with white matter lesions) may be secondary to drug-induced hypertension. Hallmark is altered mental state. Other symptoms include lethargy, fluctuation of level of consciousness, nystagmus, tremor, dementia, seizures, myoclonus, and muscle weakness. Cerebral edema is common. 2) Delirium (Acute confusional state): Delirium is a clinical state characterized by fluctuating disturbances in cognition, mood, attention, arousal, and self-awareness. May be due to primary brain diseases or secondary to other diseases. Causes include: metabolic; toxic (drugs); structural (vascular occlusion and cerebral infarction); intracerebral hemorrhage; primary or metastatic brain tumors; and infections. Signs and symptoms include clouding of consciousness with disorientation, changes in personality and mood, delusions, hallucinations (commonly visual), paranoia, withdrawal, agitation, disordered speech.
C1964003	Meningitis is defined as an inflammation of the meninges. Commonly has an infectious etiology. May also be drug-induced (focus of this SMQ). 1) Aseptic meningitis: Characterized by CSF mononuclear pleocytosis and an absence of bacteria on examination and culture. May be caused by viruses. Rare but well-recognized complication of drug therapy. Drug-induced aseptic meningitis (DIAM) has distinct presentation with fever, neck stiffness, headache, confusion, nausea and vomiting. Major categories of causative agents are nonsteroidal anti-inflammatory drugs (NSAIDs), antimicrobials, intravenous immunoglobulins, monoclonal antibodies and vaccines. 2) Chronic meningitis: Meningeal inflammation lasting more than one month. Causative agents include chemotherapy drugs that are injected directly into the CSF (e.g., methotrexate), drugs used in organ transplantation (e.g., cyclosporine and OKT3) and even NSAIDs. Symptoms similar to those of acute bacterial meningitis, but develop more slowly and gradually; fever often less severe. Include headache, confusion, backache, weakness, numbness, and facial paralysis. Mixed disorders such as encephalomyelitis, encephalomyeloradiculitis, or encephalo-myelopathy may present with overlapping symptoms.
C1964004	Accidents and injuries have been associated with use of medications, particularly older psychotropic medications, and especially patients with pre-existing high risk levels and/or continuing mental problems. In a study of falls in elderly, use of certain drugs (benzodiazepines, phenothiazines, and antidepressants) was an independent risk factor. Study on risk of accidental injury and benzodiazepines also confirmed an increased risk, especially in patients who had recently filled their prescription. Accident is defined as an unplanned or unintended but sometimes predictable event leading to injury, e.g., in traffic, industry, or a domestic setting, or such an event developing in the course of a disease. In medicine, the term injury can have a very broad meaning. For the purpose of this SMQ, a more narrow definition is used, i.e., to injure is to wound, hurt or harm. Focus of this SMQ is not on metabolic injury (toxicity, etc.), but on personal injury or accident to the individual as a result of altered perception, consciousness, attention, behavior, etc.
C1964005	Extravasation of drug product administered by venous access is a local complication and can be associated with pain and swelling. Some products may be associated with more serious sequelae including tissues necrosis. May be caused by: damage to the posterior wall of the vein or occlusion of the vein proximal to the injection site; occlusion of vein proximal to injection site. Extravasation is broadly defined as discharge or escape of blood or other fluid normally found in a vessel or tube, into the surrounding tissues. For purposes of this SMQ, extravasation relates to complication of drug delivery (injection, infusion, etc.) or to a device (includes potential sequelae of extravasation). Pain, erythema, and swelling are typically observed.
C1964006	Constructed around symptoms frequently attributed to drugs, (e.g., nausea, vomiting, dyspepsia, gastroesophageal reflux disease, diarrhea and constipation). Applies to gastrointestinal tract from esophagus to rectum. For this SMQ, nonspecific means conditions are possible manifestations of multiple diseases. Included: Any non-specific functional condition of the whole gastrointestinal tract; non-specific inflammatory manifestations of the whole gastrointestinal tract; non-specific dysfunctional manifestations of the whole gastrointestinal tract; disorders relative to mucosal erosions; terms from SOC Investigations; terms from SOC Surgical and medical procedures. Excluded: Any dysfunction or inflammation in oropharyngeal cavity; inflammatory or dysfunctional conditions which are independent, well defined nosologic entities (e.g., PT Crohn's disease and PT Colitis ulcerative); infective gastroenteritis. SMQ Gastrointestinal nonspecific dysfunction is for gastrointestinal non-specific conditions that lack a morphological alteration substrate, and that are frequently due to a motility alteration of normal gastrointestinal function.
C1964007	Constructed around symptoms frequently attributed to drugs, (e.g., nausea, vomiting, dyspepsia, gastroesophageal reflux disease, diarrhea and constipation). Applies to gastrointestinal tract from esophagus to rectum. For this SMQ, nonspecific means conditions are possible manifestations of multiple diseases. Included: Any non-specific functional condition of the whole gastrointestinal tract; non-specific inflammatory manifestations of the whole gastrointestinal tract; non-specific dysfunctional manifestations of the whole gastrointestinal tract; disorders relative to mucosal erosions; terms from SOC Investigations; terms from SOC Surgical and medical procedures. Excluded: Any dysfunction or inflammation in oropharyngeal cavity; inflammatory or dysfunctional conditions which are independent, well defined nosologic entities (e.g., PT Crohn's disease and PT Colitis ulcerative); infective gastroenteritis. SMQ Gastrointestinal nonspecific inflammation is for terms where a morphological impairment substrate exists (inflammation), even if this is frequently supposed or assumed but not confirmed by a test (endoscopy, biopsy, etc).
C1964008	Constructed around symptoms frequently attributed to drugs, (e.g., nausea, vomiting, dyspepsia, gastroesophageal reflux disease, diarrhea and constipation). Applies to gastrointestinal tract from esophagus to rectum. For this SMQ, nonspecific means conditions are possible manifestations of multiple diseases. Included: Any non-specific functional condition of the whole gastrointestinal tract; non-specific inflammatory manifestations of the whole gastrointestinal tract; non-specific dysfunctional manifestations of the whole gastrointestinal tract; disorders relative to mucosal erosions; terms from SOC Investigations; terms from SOC Surgical and medical procedures. Excluded: Any dysfunction or inflammation in oropharyngeal cavity; inflammatory or dysfunctional conditions which are independent, well defined nosologic entities (e.g., PT Crohn's disease and PT Colitis ulcerative); infective gastroenteritis. SMQ Gastrointestinal nonspecific inflammation is for terms where a morphological impairment substrate exists (inflammation), even if this is frequently supposed or assumed but not confirmed by a test (endoscopy, biopsy, etc).
C1964009	Constructed around symptoms frequently attributed to drugs, (e.g., nausea, vomiting, dyspepsia, gastroesophageal reflux disease, diarrhea and constipation). Applies to gastrointestinal tract from esophagus to rectum. For this SMQ, nonspecific means conditions are possible manifestations of multiple diseases. Included: Any non-specific functional condition of the whole gastrointestinal tract; non-specific inflammatory manifestations of the whole gastrointestinal tract; non-specific dysfunctional manifestations of the whole gastrointestinal tract; disorders relative to mucosal erosions; terms from SOC Investigations; terms from SOC Surgical and medical procedures. Excluded: Any dysfunction or inflammation in oropharyngeal cavity; inflammatory or dysfunctional conditions which are independent, well defined nosologic entities (e.g., PT Crohn's disease and PT Colitis ulcerative); infective gastroenteritis. SMQ Gastrointestinal nonspecific symptoms and therapeutic procedures is for terms frequently associated with terms in SMQ Gastrointestinal nonspecific dysfunction and-or SMQ Gastrointestinal nonspecific inflammation indistinctly. Includes terms for therapeutic procedures
C1964010	Hyponatremia has occurred with a variety of medical conditions: adrenal insufficiency, congestive heart failure, hepatic cirrhosis, nephritic syndrome, hypothyroidism, psychogenic polydipsia, hyperglycemia, acute or chronic renal failure, vomiting, diarrhea and SIADH. It can be: hypovolemic, i.e., associated with sodium and water depletion; hypervolemic, i.e., associated with fluid overload and edema; or isovolemic, i.e., associated with normal or modest extracellular volume expansion. SIADH occurs with a variety of medical conditions: neoplasms (particularly carcinomas), CNS disorders (stroke, intracranial hemorrhage or hematoma, encephalitis or meningitis, or acute psychosis), or pulmonary disorders (pneumonia, tuberculosis, asthma, or chronic obstructive pulmonary disease). Hyponatremia and SIADH are associated with drugs such as CNS active drugs (e.g., tricyclic antidepressants), non-steroidal anti-inflammatory drugs and acetaminophen, thiazide diuretics and furosemide, sulfonylureas, angiotensin-converting enzyme inhibitors, and many anti-neoplastic agents. Hyponatremia usually defined as serum sodium < 135 mEq/L. If severe (serum sodium<120 mEq/L) or rapid, presenting signs and symptoms are suggestive of water intoxication. Cerebral edema symptoms: headache, mental confusion, disorientation, encephalopathy, tremors, gait disturbances, convulsions, and coma. Other symptoms: nausea, vomiting, and muscle weakness or cramps. Other laboratory abnormalities: decreased plasma osmolality, increased or decreased urine osmolality, and increased or decreased urine sodium concentration.
C1964011	Aggression: a form of behavior which leads to self-assertion; it may arise from innate drives and/or a response to frustration; it may be manifested by destructive and attacking behavior, by covert attitudes of hostility and obstructionism, or by a healthy self-expressive drive to mastery. Hostility: a tendency to feel anger toward and to seek to inflict harm upon a person or group.
C2242744	Ischaemic colitis is injury of large intestine that results from interruption of its blood supply. Caused by transient reduction in blood flow to colon. Most patients are elderly, but also occurs in younger ages associated with oral contraceptive use, vasculitis, hypercoagulable states. Clinical picture depends on degree and rate of development of ischemia. Acute fulminant ischaemic colitis: severe lower abdominal pain, rectal bleeding, and hypotension; dilatation of colon (severe cases); signs of peritonitis (severe cases). Subacute ischaemic colitis: most common clinical variant; produces lesser degrees of pain and bleeding (occurring over several days or weeks). Ischemic colitis is second most common cause of lower gastrointestinal bleeding. Diagnosis made by colonoscopy. Usually develops in absence of major vessel occlusion. Associated factors: decreased cardiac output; arrhythmia; trauma; surgery (e.g., aorto-iliac surgery); vasculitis; coagulation disorders; chronic obstructive pulmonary disease; irritable bowel syndrome; specific drugs. More than two thirds of patients respond to conservative measures (IV fluids, bowel rest, antibiotics). Surgery rarely required
C2242745	Drug-induced edema has been described for a number of medications. Mechanisms: Enhanced sodium and water reabsorption by kidneys; potent vasodilators and calcium channel blockers (cause capillary leakage); non-steroidal anti-inflammatory drugs (NSAIDs) inhibit renal prostaglandin synthesis. Other drug products associated with peripheral edema: Antidepressants, estrogens, corticosteroids, COX-2 inhibitors. Edema definition: presence of abnormally large amounts of fluid in intercellular tissue spaces. Usually refers to demonstrable amounts of fluid in subcutaneous tissues. May be localized (due to venous or lymphatic obstruction or increased vascular permeability) or systemic (due to heart failure or renal disease). Sometimes designated by other terms according to site (ascites, hydrothorax, or hydropericardium). Massive generalized edema is called anasarca. Synonyms: dropsy and hydrops. Effusion definition: escape of fluid from lymphatics or blood vessels into a cavity or tissues; results from altered hydrostatic forces
C2242746	Group of eye diseases characterized by increased intraocular pressure (IOP). Causes pathologic changes in optic disk and defects in field of vision. Two main types: 1. angle-closure glaucoma (drainage canals within eye physically blocked) - sub-types: acute: sudden increase in IOP due to buildup of aqueous humor; chronic: may cause vision damage without symptoms; 2. open-angle glaucoma: drainage system remains open; may cause vision damage without symptoms (most common form of glaucoma). Other types of glaucoma: normal (or low) tension glaucoma (optic nerve damage but IOP is normal); childhood glaucoma; congenital glaucoma; secondary glaucoma (due to structural problem of eye including injury or other conditions). Causes of glaucoma: some have mutation of GLC1A gene (chromosome 1; gene product may be involved in eye pressure regulation); increased risk with elevated IOP, family history, ethnic background (e.g., glaucoma leading to blindness occurs 6-8 times more often in African Americans and Alaska Natives than in whites), and older age; other factors may contribute as people with normal IOP can get vision loss from glaucoma; some with high IOP never develop optic nerve damage. Symptoms include peripheral vision loss, headaches, blurred or foggy vision, difficulty adapting to darkness, halos around lights, severe eye pain, facial pain, pupil non-reactive to light, eye redness, nausea, vomiting, abdominal pain, and bulging eye.
C2363982	Hypertension is defined as high arterial blood pressure. Causes are either unknown (essential or idiopathic hypertension) or associated with other primary diseases (secondary hypertension). Various criteria for its threshold range from 140 mm Hg systolic and 90 mm Hg diastolic to 200 mm Hg systolic and 110 mm Hg diastolic. Per 2003 ESH/ESC Hypertension Guidelines and NHLBI, optimal blood pressure is less than 120/80 mm Hg. Prehypertension is defined as blood pressure120-139/80-89 mm Hg. Newer definitions characterize hypertension as a complex progressive cardiovascular syndrome. The majority of patients are asymptomatic; hypertension is only identified by measuring blood pressure. Signs and symptoms include headache (only in severe hypertension); and other possibly related complaints: dizziness, flushed face, early fatigability, palpitation, and nervousness. Complaints referable to vascular effects include epistaxis, hematuria and blurring of vision. Common presentations of hypertensive emergencies are chest pain, dyspnoea, and neurologic deficit. Neurologic presentations include occipital headache, cerebral infarction or hemorrhage, visual disturbance, or hypertensive encephalopathy. No early pathological changes occur in primary hypertension. Ultimately, generalized arteriolar sclerosis develops, particularly in the kidneys. Hypertension is an important risk factor for cardiovascular events, such as myocardial infarction and stroke. Early diagnosis and treatment is essential.
C2363983	Optic nerve transmits impulses generated by retinal photoreceptors to the brain. Damage anywhere along the optic nerve or to visual areas of brain can result in loss of vision. No overall definition for optic nerve disorders; SMQ focuses on optic neuropathy, optic neuritis (inflammation), and papilledema (swelling of optic nerve). Causes of optic neuropathy: toxins, including lead, methanol, ethylene glycol, tobacco or arsenic; compromised blood supply; nutritional deficiencies, especially vitamin B12; drugs, including chloramphenicol, isoniazid, ethambutol or digoxin. Loss of vision may be rapid (minutes or hours) or gradual over 2-7 days. One or both eyes can be affected, depending on cause. Vision can range from almost normal to complete blindness. Both eyes usually affected in optic neuropathy due to toxins or nutritional deficiency. Small area of vision loss at center of visual field slowly enlarges and can progress to complete blindness.
C2363984	Developed to detect all malignant and unspecified tumors related to breast. Covers all malignant and unspecified neoplasms related to breast and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumor markers specific for this organ. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy.
C2363985	Cardiomyopathy: general diagnostic term designating primary non-inflammatory disease of heart muscle. Often of obscure or unknown etiology. Not the result of: ischemia, hypertension, congenital anomaly, valvular disease, or pericardial disease. Usually subdivided into the following forms: dilated; hypertrophic; and restrictive. According to World Health Organization (WHO): only those disorders in which pathological process involves only myocardium; cause is unknown; not part of a disease affecting other organs; also called primary cardiomyopathy
C2363986	Developed to detect all malignant and unspecified tumors related to ovary. Covers all malignant and unspecified neoplasms related to ovary and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; tumor markers. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy.
C2363987	Developed to detect all malignant and unspecified tumors related to prostate. Covers all malignant and unspecified neoplasms related to prostate and in addition:malignancy related conditions; malignancy related therapeutic and diagnostic procedures; tumor markers. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy.
C2363988	Developed to detect all malignant and unspecified tumors related to uterus and fallopian tube. Covers all malignant and unspecified neoplasms related to uterus and fallopian tube and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; premalignant conditions. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy.
C2363989	Demyelination: loss of myelin with preservation of the axons or fiber tracts. Group of diseases of nervous system with damage and destruction of myelin sheaths surrounding nerve fibers. Axons may be damaged as well. Mechanism of myelin damage may be different in various diseases. Impairs conduction of signals in affected nerves. Causes impairment in sensation, movement, cognition, or other functions. Most common demyelinating disease is multiple sclerosis. Other examples include central pontine myelinolysis, progressive multifocal leukoencephalopathy, and subacute combined degeneration of spinal cord. Central demyelination occurs within central nervous system (e.g., multiple sclerosis). Peripheral demyelination affects peripheral nervous system (e.g., Guillain-Barre syndrome). Other causes: genetic, autoimmune reaction, immunological disorders, nutritional or metabolic disorder, toxins (including some used in therapy such as anti-mitotic agents and radiotherapy), unknown.
C2363990	Most common cause of reduced vision (particularly cataracts). Responsible for about 35% of cases of visual impairment. Cataracts: may result from a number of processes (mainly age-related); usually progress slowly, but frequently only detected when reach a certain level of severity, or during opthalmological examination; symptoms often subtle (e.g., yellow vision) and often an anatomically severe cataract will not be associated with an equally severe functional loss of vision; symptoms may include glare, blurred vision, altered color perception, change of refraction, and monocular diplopia. A sudden appearance reported as an adverse event could actually result from a pre-existing condition. Care should be taken in evaluating apparent association between these lesions and drug therapy. Definitions (from multiple sources): Aphakia: absence of lens; may occur congenitally or from trauma, but is most commonly caused by extraction of a cataract; cataract: congenital or acquired lack of clarity of the lens; clouding of the lens; opacity of lens or capsule of eye causing impairment of vision or blindness.
C2609416	This SMQ is a sub-SMQ of Cardiac arrhythmias (SMQ). For detailed description, please refer to the one in Cardiac arrhythmias (SMQ).
C2609417	This SMQ is a sub-SMQ of Central nervous system vascular disorders (SMQ). For a detailed description, please refer to the one in Central nervous system vascular disorders (SMQ).
C2609418	Corneal disorders grouped into: refractive errors due to irregular curvature (myopia, hyperopia, and astigmatism); external eye conditions affecting cornea (allergies, conjunctivitis, Sjogren's syndrome); and four main groups of corneal disorders (infections, dystrophies, pterygium, and drug associated conditions such as Stevens-Johnson syndrome). SMQ defined to include corneal disorders with associated specific and selected non specific signs and symptoms involving one or more layers of cornea (epithelium, Bowman's membrane, stroma, Descemet's membrane, and endothelium).
C2609419	Eosinophilic pneumonias are characterized by accumulation of eosinophils in alveolar spaces, interstitium, or both. Peripheral eosinophilia is common. Causes include: infections (especially helminthic); drug-induced pneumonitis (e.g., antibiotics, phenytoin, l-tryptophan); inhaled toxins (e.g., cocaine); systemic disease (e.g., Churg Strauss syndrome); allergic bronchopulmonary aspergillosis. Diagnosis based on opacities on chest X-ray and eosinophilia in peripheral blood, bronchoalveolar lavage fluid, or lung biopsy. Chronic eosinophilic pneumonia has unknown etiology. Suspected to be allergic diathesis. Fulminant illness with cough, fever, weight loss, accompanied by or preceded by asthma in 50% of cases. Acute eosinophilic pneumonia also has unknown etiology but may be acute hypersensitivity reaction to unidentified inhaled antigen. Characterized by acute febrile illness with cough, dyspnea, malaise, myalgias, night sweats, and pleuritic chest pain. Loeffler's syndrome may be caused by parasitic infections, especially Ascaris lumbricoides, but identifiable agent often not found. Characterized by absent or mild respiratory symptoms, fleeting migratory pulmonary opacities, and peripheral blood eosinophilia.
C2609420	Retinal disorders are manifested by a variety of signs and symptoms; no overall definition possible. SMQ focuses on retinal disorders with damage of retina due to blockage of its blood supply, nutritional deficiencies, toxins, and diseases affecting retina.
C2609421	Thyroid dysfunction can present as hypo- or hyperactive thyroidal function. Hypothyroidism is thyroid hormone deficiency. Primary hypothyroidism is due to thyroid disease; TSH is increased. Most common cause is autoimmune. Other common causes are post-therapeutic, occurring after radioactive iodine therapy, surgery, radiation, or lithium therapy. Secondary hypothyroidism occurs when hypothalamus produces insufficient TRH or pituitary produces insufficient TSH. Signs and symptoms of hypothyroidism include: cold intolerance, constipation, personality changes, dementia or frank psychosis, hoarse voice, facial puffiness, coarse hair and skin, fluid retention, decreased metabolism, paresthesias, decreased libido, menstrual irregularities, bradycardia, pericardial effusions. Hyperthyroidism is excessive production of iodinated thyroid hormones, T3 and T4. Graves' disease (toxic diffuse goiter) is most common cause and is characterized by hyperthyroidism, goiter, exophthalmos, pretibial myxedema. Inflammatory thyroid disease (thyroiditis) includes subacute granulomatous thyroiditis, Hashimoto's thyroiditis, and silent lymphocytic thyroiditis. Drug-induced hyperthyroidism can result from lithium or interferon-alpha. Signs and symptoms of hyperthyroidism include: hyperactivity, increased sweating, increased appetite, weight loss, insomnia, weakness, frequent bowel movements, hypomenorrhea, tremor; tachycardia, atrial fibrillation. Eye signs include stare and eyelid retraction. Infiltrative ophthalmopathy is specific to Graves' disease. Thyroid storm is life-threatening emergency; patients may present with fever, psychosis, coma, cardiovascular collapse.
C2609422	Thyroid dysfunction can present as hypo- or hyperactive thyroidal function. Hypothyroidism is thyroid hormone deficiency. Primary hypothyroidism is due to thyroid disease; TSH is increased. Most common cause is autoimmune. Other common causes are post-therapeutic, occurring after radioactive iodine therapy, surgery, radiation, or lithium therapy. Secondary hypothyroidism occurs when hypothalamus produces insufficient TRH or pituitary produces insufficient TSH. Signs and symptoms of hypothyroidism include: cold intolerance, constipation, personality changes, dementia or frank psychosis, hoarse voice, facial puffiness, coarse hair and skin, fluid retention, decreased metabolism, paresthesias, decreased libido, menstrual irregularities, bradycardia, pericardial effusions. Hyperthyroidism is excessive production of iodinated thyroid hormones, T3 and T4. Graves' disease (toxic diffuse goiter) is most common cause and is characterized by hyperthyroidism, goiter, exophthalmos, pretibial myxedema. Inflammatory thyroid disease (thyroiditis) includes subacute granulomatous thyroiditis, Hashimoto's thyroiditis, and silent lymphocytic thyroiditis. Drug-induced hyperthyroidism can result from lithium or interferon-alpha. Signs and symptoms of hyperthyroidism include: hyperactivity, increased sweating, increased appetite, weight loss, insomnia, weakness, frequent bowel movements, hypomenorrhea, tremor; tachycardia, atrial fibrillation. Eye signs include stare and eyelid retraction. Infiltrative ophthalmopathy is specific to Graves' disease. Thyroid storm is life-threatening emergency; patients may present with fever, psychosis, coma, cardiovascular collapse.
C2609423	Thyroid dysfunction can present as hypo- or hyperactive thyroidal function. Hypothyroidism is thyroid hormone deficiency. Primary hypothyroidism is due to thyroid disease; TSH is increased. Most common cause is autoimmune. Other common causes are post-therapeutic, occurring after radioactive iodine therapy, surgery, radiation, or lithium therapy. Secondary hypothyroidism occurs when hypothalamus produces insufficient TRH or pituitary produces insufficient TSH. Signs and symptoms of hypothyroidism include: cold intolerance, constipation, personality changes, dementia or frank psychosis, hoarse voice, facial puffiness, coarse hair and skin, fluid retention, decreased metabolism, paresthesias, decreased libido, menstrual irregularities, bradycardia, pericardial effusions. Hyperthyroidism is excessive production of iodinated thyroid hormones, T3 and T4. Graves' disease (toxic diffuse goiter) is most common cause and is characterized by hyperthyroidism, goiter, exophthalmos, pretibial myxedema. Inflammatory thyroid disease (thyroiditis) includes subacute granulomatous thyroiditis, Hashimoto's thyroiditis, and silent lymphocytic thyroiditis. Drug-induced hyperthyroidism can result from lithium or interferon-alpha. Signs and symptoms of hyperthyroidism include: hyperactivity, increased sweating, increased appetite, weight loss, insomnia, weakness, frequent bowel movements, hypomenorrhea, tremor; tachycardia, atrial fibrillation. Eye signs include stare and eyelid retraction. Infiltrative ophthalmopathy is specific to Graves' disease. Thyroid storm is life-threatening emergency; patients may present with fever, psychosis, coma, cardiovascular collapse.
C2609424	This SMQ is a sub-SMQ of Cardiac arrhythmias (SMQ). For detailed description, please refer to the one in Cardiac arrhythmias (SMQ).
C2609425	This SMQ is a sub-SMQ of Cardiac arrhythmias (SMQ). For detailed description, please refer to the one in Cardiac arrhythmias (SMQ).
C2609426	This SMQ is a sub-SMQ of Cardiac arrhythmias (SMQ). For detailed description, please refer to the one in Cardiac arrhythmias (SMQ).
C2609427	This SMQ is a sub-SMQ of Central nervous system vascular disorders (SMQ). For a detailed description, please refer to the one in Central nervous system vascular disorders (SMQ).
C2609428	This SMQ is a sub-SMQ of Central nervous system vascular disorders (SMQ). For a detailed description, please refer to the one in Central nervous system vascular disorders (SMQ).
C2609429	This SMQ is a sub-SMQ of Depression and suicide/self-injury (SMQ). For detailed description, please refer to the one in Depression and suicide/self-injury (SMQ).
C2609430	This SMQ is a sub-SMQ of Ischaemic heart disease (SMQ). For detailed description, please refer to the one in Ischaemic heart disease (SMQ).
C2609431	Premalignant lesions: morphologically identifiable lesions that sometimes precede the development of invasive cancer o Also called precancers, preneoplastic lesions, incipient cancers, intraepithelial neoplasias, and preinvasive cancers o May lack constitutive properties of cancer o May have certain attributes that are absent in cancers o Need not progress to cancer o Often have a high rate of regression o When Premalignant lesion progresses, cancer is the obligate outcome.
C2609432	SMQ is intended to include ear disorders that may be drug related. Two sub-search SMQs created for two functions of ear: Hearing impairment (SMQ); and Vestibular disorders (SMQ).
C2609433	SMQ is intended to include ear disorders that may be drug related. Two sub-search SMQs created for two functions of ear: hearing and balance. Hearing may be impaired, disturbed, or accentuated. Hearing loss and abnormal hearing are not separated in this SMQ due to overlap of the these conditions in certain patients. Definition: hearing - ability to perceive sound; sensation of sound as apposed to vibration. Hearing impairment may result from: a lesion in external auditory canal or middle ear (conductive hearing loss); or a lesion in inner ear or VIIIth cranial nerve (sensorineural). Sensorineural hearing loss can be further differentiated as: sensory (cochlea); or neural (VIIIth cranial nerve)
C2609434	SMQ is intended to include ear disorders that may be drug related. Two sub-search SMQs created for two functions of ear: hearing and balance. In this SMQ, included terms are for vestibular disorders generally that originate from inner ear. Definition: vestibular - related to vestibule of ear. Vestibular (inner ear) disorders can cause: dizziness, vertigo, imbalance, hearing changes, nausea, fatigue, anxiety, difficulty concentrating, and other symptoms. Other effects on person's day-to-day functioning, ability to work, relationships with family and friends, and quality of life.
C2609435	SMQ developed to detect all types of malignant and unspecified tumors related to the skin. It covers all types of malignant and unspecified neoplasms related to skin; also: malignancy related conditions (specific for skin); malignancy related therapeutic procedures (specific for skin); malignancy related diagnostic procedures (specific for skin). Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy.
C2609436	Vasculitis: inflammation of blood vessel walls. Clinical and pathological features vary depending on site and type of blood vessels affected. Primary vasculitis: vasculitis is the primary process. Examples are: temporal arteritis, polyarteritis nodosa, and Wegener's granulomatosis. Vasculitis can be a secondary feature as with systemic lupus erythematosus and rheumatoid arthritis. Vasculitis is characterized by inflammation of and damage to blood vessels. Vessel lumen is usually compromised. Vasculitis is associated with ischemia of tissues supplied by the involved vessel. A broad and heterogeneous group of syndromes may result from this process. Any type, size, and location of blood vessel may be involved and may be confined to a single organ, such as skin, or may simultaneously involve several organ systems.
C2721744	Conjunctiva is mucous membrane investing anterior surface of eye (bulbar conjunctiva) and posterior surface of eyelids (palpebral conjunctiva). Disorders that affect conjunctiva include: acute conjunctivitis (viral, bacterial, inclusion, seasonal/allergic); chronic conjunctivitis (trachoma, perennial allergic, vernal keratoconjunctivitis); trauma (subconjunctival hemorrhage, foreign bodies, lacerations); degenerative conditions (Cogan's senile plaque, pinguecula, pterygium, concretions, retention cysts); blistering mucocutaneous diseases (cicatrical pemphigoid, Stevens-Johnson syndrome); pigmented lesions; and tumors. [Note that the exclusion criteria for this SMQ excludes terms for known causes of or syndromes associated with conjunctival disorders (e.g., PT Pemphigoid). Symptoms vary according to underlying problem. Some common features are: complaints of a red eye; epiphora (excess tears); irritation, such as a foreign body sensation, due to presence of follicles or papillae; itching - hallmark of allergic conjunctivitis but may also occur in blepharitis or keratoconjunctivitis sicca; pain - generally mild (in absence of trauma, significant pain is unusual); and complaints of a discharge.
C2721745	Disorders that affect lacrimal gland and drainage system include: secretory dysfunction (lacrimal insufficiency); blockage of nasolacrimal duct; occlusion/stenosis of punctum; lacrimal gland neoplasms; and inflammations and infections. Clinical manifestations include: excessive tear production; dry eyes. Causes include: systemic diseases, e.g., rheumatoid arthritis; drugs (e.g., diuretics) which may also exacerbate symptoms of a dry eye.
C2721746	HIV associated lipodystrophy: abnormal central fat accumulation (lipohypertrophy) and localized loss of fat tissue (lipoatrophy). Some patients have only lipohypertrophy or only lipoatrophy; others have a mixed clinical presentation. Lipohypertrophy and lipoatrophy are distinct entities with different risk factors and underlying metabolic processes. Lipohypertrophy: enlarged dorsocervical fat pad; circumferential expansion of neck; breast enlargement (including gynecomastia); abdominal visceral fat accumulation and other new fat accumulations that are circumscribed (e.g., lipomas) or general. Lipoatrophy: peripheral fat wasting; loss of subcutaneous tissue in face, arms, legs, buttocks; involvement of face is most common. Additional features: hyperlipidemia; insulin resistance; hyperinsulinemia; hyperglycemia; low levels of high density lipoprotein; and increased risk of diabetes mellitus and atherosclerosis. Mechanisms for development are not completely understood. HIV-1 protease inhibitor drugs and nucleoside reverse transcriptase inhibitors are implicated as follows: decreased production of retinoic acid and triglyceride uptake; inhibition of mitochondrial DNA (mtDNA) polymerase gamma; inhibition of lipid metabolism; and prevention of development of adipocytes. Evidence suggests decreased insulin sensitivity, beta-cell dysfunction, and down-regulated estrogen receptor expression in adipose tissue. In absence of HAART, HIV-1 may itself cause dyslipidemia and lipodystrophy by various mechanisms. Resting energy expenditure and lipid oxidation are higher in HAART-treated HIV-positive patients with vs. without lipodystrophy.
