CUI	SAB	DEF
C0020649	MEDLINEPLUS	<p>You've probably heard that high blood pressure is a problem. Sometimes blood pressure that is too low can also cause problems.</p> <p>Blood pressure is the force of your blood pushing against the walls of your arteries. Each time your heart beats, it pumps out blood into the arteries. Your blood pressure is highest when your heart beats, pumping the blood. This is called systolic pressure. When your heart is at rest, between beats, your blood pressure falls. This is the diastolic pressure. Your blood pressure reading uses these two numbers. Usually they're written one above or before the other, such as 120/80. If your blood pressure reading is 90/60 or lower, you have low blood pressure. </p> <p>Some people have low blood pressure all the time. They have no symptoms and their low readings are normal for them. In other people, blood pressure drops below normal because of a medical condition or certain medicines. Some people may have symptoms of low blood pressure when standing up too quickly. Low blood pressure is a problem only if it causes <a href=https://medlineplus.gov/dizzinessandvertigo.html>dizziness</a>, <a href=https://medlineplus.gov/fainting.html>fainting</a> or in extreme cases, <a href=https://medlineplus.gov/shock.html>shock</a>. </p> <p class=>NIH: National Heart, Lung, and Blood Institute</p>
C0020649	MSHNOR	Abnormt lavt blodtrykk som kan resultere i for lav blodflyt til hjernen og andre livsviktige organer. Vanlige symptomer er svimmelhet, men mer alvorlige følger kan opptre hvis kroppen i lengre tid avskjæres fra oksygen og næringsstoffer.
C0020649	HPO	Low Blood Pressure, vascular hypotension. [HPO:probinson]
C0020649	NCI	Blood pressure that is abnormally low.
C0020649	NCI_NCI-GLOSS	Abnormally low blood pressure.
C0020649	NCI_CTCAE	A disorder characterized by a blood pressure that is below the normal expected for an individual in a given environment.
C0020649	NCI_NICHD	Abnormally low blood pressure, which is usually symptomatic.
C0020649	NCI_ACC-AHA	A condition in which the blood pressure is less than the below the fifth percentile or below 2 standard deviations of the mean for age and sex.
C0020649	NCI_FDA	Blood pressure that is abnormally low.
C0020649	MSHPOR	PRESSÃO ARTERIAL anormalmente baixa que pode resultar em fluxo de sangue inadequado para o encéfalo e outros órgãos vitais. O sintoma comum é a VERTIGEM, mas impactos negativos maiores no corpo ocorrem quando há depravação prolongada de oxigênio e nutrientes.
C0021141	MSH	A condition of HYPONATREMIA and renal salt loss attributed to overexpansion of BODY FLUIDS resulting from sustained release of ANTIDIURETIC HORMONES which stimulates renal resorption of water. It is characterized by normal KIDNEY function, high urine OSMOLALITY, low serum osmolality, and neurological dysfunction. Etiologies include ADH-producing neoplasms, injuries or diseases involving the HYPOTHALAMUS, the PITUITARY GLAND, and the LUNG. This syndrome can also be drug-induced.
C0021141	MSHCZE	Paraneoplastický syndrom nadměrné sekrece antidiuretického hormonu, která komplikuje vysoce maligní plicní karcinom a vede k hyponatremii. Nadměrná produkce neodráží aktuální stav osmolality (je zvýšená navzdory současné hyposmolalitě). Příčinou jsou některé nádory s ektopickou produkcí ADH, nitrolební chorobné procesy, plicní onemocnění, vlivy některých léků a některé další chorobné stavy (např. akutní porfyrie). Projevuje se hyponatremií, zadržováním vody a v těžších případech příznaky postižení mozku v důsledku jeho edému. V léčbě je nutná přísná kontrola příjmu tekutin a zejm. léčba vyvolávající příčiny, která je rozhodující i pro prognózu. (cit. Velký lékařský slovník online, 2018 http://lekarske.slovniky.cz)
C0021141	HPO	A state of increased circulating antidiuretic hormone despite hyponatremia and hypo-osmolality with normal or increased plasma volume. []
C0021141	NCI	A syndrome characterized by abnormal secretion of antidiuretic hormone in conjunction with neoplastic growth occurring anywhere in the body.
C0021141	NCI_NICHD	A syndrome characterized by elevated concentrations of antidiuretic hormone (ADH) or ADH-like peptides, in the setting of hyponatremia and hypoosmolality. Causes include surgical damage to the pituitary stalk, drugs that stimulate release of, or mimic ADH, including psychotropic drugs, ectopic production of ADH, and pulmonary disease.
C0021141	MSHPOR	Situação de HIPONATREMIA e perda renal de sal (atribuída à superexpansão de LÍQUIDOS CORPORAIS), resultado da liberação contínua do HORMÔNIO ANTIDIURÉTICO, que estimula a reabsorção renal de água. Caracteriza-se por função normal do RIM, elevada OSMOLALIDADE da urina, baixa osmolalidade sérica e disfunção neurológica. A etiologia inclui neoplasias produtoras de HAD, lesões ou doenças envolvendo HIPOTÁLAMO, HIPÓFISE e PULMÃO. Esta síndrome também pode ser induzida por medicamento.
C0022408	MSH	Diseases involving the JOINTS.
C0022408	CSP	condition in which there is a deviation from or interruption of the normal structure or function of the joints.
C0022408	MSHNOR	Sykdommer i leddene.
C0022408	MEDLINEPLUS	<p>A joint is where two or more bones come together, like the knee, hip, elbow, or shoulder. Joints can be damaged by many types of injuries or diseases, including</p> <ul> <li><a href=https://medlineplus.gov/arthritis.html>Arthritis</a> - inflammation of a joint. It causes pain, stiffness, and swelling. Over time, the joint can become severely damaged.</li> <li><a href=https://medlineplus.gov/bursitis.html>Bursitis</a> - inflammation of a fluid-filled sac that cushions the joint</li> <li><a href=https://medlineplus.gov/dislocations.html>Dislocations</a> - injuries that force the ends of the bones out of position</li> </ul> <p>Treatment of joint problems depends on the cause. If you have a <a href=https://medlineplus.gov/sportsinjuries.html>sports injury</a>, treatment often begins with the RICE (Rest, Ice, Compression, and Elevation) method to relieve pain, reduce swelling, and speed healing. Other possible treatments include pain relievers, keeping the injured area from moving, rehabilitation, and sometimes surgery. For arthritis, injuries, or other diseases, you may need joint replacement surgery to remove the damaged joint and put in a new one.</p> <p class=>NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases</p>
C0022408	MSHCZE	Nemoci postihující klouby.
C0022408	NCI	Any disorder of the joints.
C0022408	NCI_NICHD	A disease or disorder that affects a joint.
C0022408	MSHPOR	Doenças que envolvem as ARTICULAÇÕES.
C0023470	MSH	Form of leukemia characterized by an uncontrolled proliferation of the myeloid lineage and their precursors (MYELOID PROGENITOR CELLS) in the bone marrow and other sites.
C0023470	CSP	leukemia characterized by an uncontrolled proliferation of the myeloid lineage and their precursors in the bone marrow and other sites.
C0023470	MSHNOR	En form for leukemi med ukontrollert vekst av myelogene celler og deres forstadier (myelogene stamceller) i beinmargen og andre steder.
C0023470	MSHPOR	Forma de leucemia caracterizada por uma proliferação descontrolada da linhagem mieloide e seus precursores (CÉLULAS PROGENITORAS MIELOIDES), na medula óssea e outros locais.
C0023470	MSHCZE	Forma leukemie vyznačující se nekontrolovanou proliferací myeloidní řady buněk a jejich prekurzorů (myeloidních progenitorových buněk) v kostní dřeni a na jiných místech.
C0023470	HPO	A leukemia that originates from a myeloid cell, that is the blood forming cells of the bone marrow. [HPO:probinson]
C0023470	NCI	A clonal proliferation of myeloid cells and their precursors in the bone marrow, peripheral blood, and spleen. When the proliferating cells are immature myeloid cells and myeloblasts, it is called acute myeloid leukemia. When the proliferating myeloid cells are neutrophils, it is called chronic myelogenous leukemia.
C0023470	NCI_CDISC	A progressive, proliferative disease of blood cells, originating from immature granulocytes.
C0023895	MSH	Pathological processes of the LIVER.
C0023895	CSP	impairment of health or a condition of abnormal functioning of the liver.
C0023895	MSHCZE	Patologické procesy v játrech.
C0023895	NCI	A non-neoplastic or neoplastic disorder that affects the liver parenchyma and intrahepatic bile ducts. Representative examples of non-neoplastic disorders include hepatitis, cirrhosis, cholangitis, and polycystic liver disease. Representative examples of neoplastic disorders include hepatocellular adenoma, hepatocellular carcinoma, intrahepatic cholangiocarcinoma, lymphoma, and angiosarcoma.
C0023895	MEDLINEPLUS	<p>Your liver is the largest organ inside your body. It helps your body digest food, store energy, and remove poisons.</p> <p>There are many kinds of liver diseases:</p> <ul> <li>Diseases caused by viruses, such as <a href=https://medlineplus.gov/hepatitisa.html>hepatitis A</a>, <a href=https://medlineplus.gov/hepatitisb.html>hepatitis B</a>, and <a href=https://medlineplus.gov/hepatitisc.html>hepatitis C</a></li> <li>Diseases caused by drugs, poisons, or too much alcohol. Examples include <a href=https://medlineplus.gov/fattyliverdisease.html>fatty liver disease</a> and <a href=https://medlineplus.gov/cirrhosis.html>cirrhosis</a>.</li> <li><a href=https://medlineplus.gov/livercancer.html>Liver cancer</a></li> <li>Inherited diseases, such as <a href=https://medlineplus.gov/hemochromatosis.html>hemochromatosis</a> and <a href=https://medlineplus.gov/wilsondisease.html>Wilson disease</a></li> </ul> <p>Symptoms of liver disease can vary, but they often include swelling of the abdomen and legs, bruising easily, changes in the color of your stool and urine, and <a href=https://medlineplus.gov/jaundice.html>jaundice</a>, or yellowing of the skin and eyes. Sometimes there are no symptoms. Tests such as imaging tests and liver function tests can check for liver damage and help to diagnose liver diseases.</p>
C0023895	MSHPOR	Processos patológicos do FÍGADO.
C0024117	MSH	A disease of chronic diffuse irreversible airflow obstruction. Subcategories of COPD include CHRONIC BRONCHITIS and PULMONARY EMPHYSEMA.
C0024117	CSP	chronic, irreversible obstruction of air flow from the lungs.
C0024117	NCI_NCI-GLOSS	A type of lung disease marked by permanent damage to tissues in the lungs, making it hard to breathe. Chronic obstructive pulmonary disease includes chronic bronchitis, in which the bronchi (large air passages) are inflamed and scarred, and emphysema, in which the alveoli (tiny air sacs) are damaged. It develops over many years and is usually caused by cigarette smoking.
C0024117	NCI	A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema.
C0024117	NCI_FDA	A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema.
C0024117	MEDLINEPLUS	<h3>What is COPD (chronic obstructive pulmonary disease)?</h3> <p>COPD (chronic obstructive pulmonary disease) is a group of lung diseases that make it hard to breathe and get worse over time.</p> <p>Normally, the airways and air sacs in your lungs are elastic or stretchy. When you breathe in, the airways bring air to the air sacs. The air sacs fill up with air, like a small balloon. When you breathe out, the air sacs deflate, and the air goes out. If you have COPD, less air flows in and out of your airways because of one or more problems:</p> <ul> <li>The airways and air sacs in your lungs become less elastic</li> <li>The walls between many of the air sacs are destroyed</li> <li>The walls of the airways become thick and inflamed</li> <li>The airways make more mucus than usual and can become clogged</li> </ul> <h3>What are the types of COPD (chronic obstructive pulmonary disease)?</h3> <p>COPD includes two main types:</p> <ul> <li><a href=https://medlineplus.gov/emphysema.html>Emphysema</a> affects the air sacs in your lungs, as well as the walls between them. They become damaged and are less elastic.</li> <li><a href=https://medlineplus.gov/chronicbronchitis.html>Chronic bronchitis</a>, in which the lining of your airways is constantly irritated and inflamed. This causes the lining to swell and make mucus.</li> </ul> <p>Most people with COPD have both emphysema and chronic bronchitis, but how severe each type is can be different from person to person.</p> <h3>What causes COPD (chronic obstructive pulmonary disease)?</h3> <p>The cause of COPD is usually long-term exposure to irritants that damage your lungs and airways. In the United States, <a href=https://medlineplus.gov/smoking.html>cigarette smoke</a> is the main cause. Pipe, cigar, and other types of tobacco smoke can also cause COPD, especially if you inhale them.</p> <p>Exposure to other inhaled irritants can contribute to COPD. These include <a href=https://medlineplus.gov/secondhandsmoke.html>secondhand smoke</a>, <a href=https://medlineplus.gov/airpollution.html>air pollution</a>, and chemical fumes or dusts from the environment or workplace.</p> <p>Rarely, a genetic condition called <a href=https://medlineplus.gov/alpha1antitrypsindeficiency.html>alpha-1 antitrypsin deficiency</a> can play a role in causing COPD.</p> <h3>Who is at risk for COPD (chronic obstructive pulmonary disease)?</h3> <p>The risk factors for COPD include</p> <ul> <li><strong>Smoking.</strong> This the main risk factor. Up to 75 percent of people who have COPD smoke or used to smoke.</li> <li><strong>Long-term exposure to other lung irritants</strong>, such as secondhand smoke, air pollution, and chemical fumes and dusts from the environment or workplace</li> <li><strong>Age.</strong> Most people who have COPD are at least 40 years old when their symptoms begin.</li> <li><strong>Genetics.</strong> This includes alpha-1 antitrypsin deficiency, which is a genetic condition. Also, smokers who get COPD are more likely to get it if they have a family history of COPD.</li> </ul> <h3>What are the symptoms of COPD (chronic obstructive pulmonary disease)?</h3> <p>At first, you may have no symptoms or only mild symptoms. As the disease gets worse, your symptoms usually become more severe. They can include</p> <ul> <li>Frequent <a href=https://medlineplus.gov/cough.html>coughing</a> or a cough that produces a lot mucus</li> <li>Wheezing</li> <li>A whistling or squeaky sound when you breathe</li> <li>Shortness of breath, especially with physical activity</li> <li>Tightness in your chest</li> </ul> <p>Some people with COPD get frequent respiratory infections such as <a href=https://medlineplus.gov/commoncold.html>colds</a> and the <a href=https://medlineplus.gov/flu.html>flu</a>. In severe cases, COPD can cause weight loss, weakness in your lower muscles, and <a href=https://medlineplus.gov/edema.html>swelling</a> in your ankles, feet, or legs.</p> <h3>How is COPD (chronic obstructive pulmonary disease) diagnosed?</h3> <p>To make a diagnosis, your health care provider</p> <ul> <li>Will ask about your medical history and family history</li> <li>Will ask about your symptoms</li> <li>May do lab tests, such as <a href=https://medlineplus.gov/lab-tests/lung-function-tests/>lung function tests</a>, a chest <a href=https://medlineplus.gov/xrays.html>x-ray</a> or <a href=https://medlineplus.gov/ctscans.html>CT scan</a>, and blood tests</li> </ul> <p>Your doctor will diagnose COPD based on your signs and symptoms, your medical and family histories, and test results.</p> <h3>What are the treatments for COPD (chronic obstructive pulmonary disease)?</h3> <p>There is no cure for COPD. However, treatments can help with symptoms, slow the progress of the disease, and improve your ability to stay active. There are also treatments to prevent or treat complications of the disease. Treatments include</p> <ul> <li><strong>Lifestyle changes</strong>, such as <ul> <li><a href=https://medlineplus.gov/quittingsmoking.html>Quitting smoking</a> if you are a smoker. This is the most important step you can take to treat COPD.</li> <li>Avoiding secondhand smoke and places where you might breathe in other lung irritants</li> <li>Ask your health care provider for an eating plan that will meet your nutritional needs. Also ask about how much physical activity you can do. Physical activity can strengthen the muscles that help you breathe and improve your overall wellness.</li> </ul> </li> <li><strong>Medicines</strong>, such as <ul> <li>Bronchodilators, which relax the muscles around your airways. This helps open your airways and makes breathing easier. Most bronchodilators are taken through an inhaler. In more severe cases, the inhaler may also contain <a href=https://medlineplus.gov/steroids.html>steroids</a> to reduce inflammation.</li> <li>Vaccines for the <a href=https://medlineplus.gov/flushot.html>flu</a> and pneumococcal pneumonia, since people with COPD are at higher risk for serious problems from these diseases</li> <li><a href=https://medlineplus.gov/antibiotics.html>Antibiotics</a> if you get a bacterial or viral lung infection</li> </ul> </li> <li><strong><a href=https://medlineplus.gov/oxygentherapy.html>Oxygen therapy</a></strong>, if you have severe COPD and low levels of oxygen in your blood. Oxygen therapy can help you breathe better. You may need extra oxygen all the time or only at certain times.</li> <li><strong><a href=https://medlineplus.gov/pulmonaryrehabilitation.html>Pulmonary rehabilitation</a></strong>, which is a program that helps improve the well-being of people who have chronic breathing problems. It may include <ul> <li>An exercise program</li> <li>Disease management training</li> <li>Nutritional counseling</li> <li>Psychological counseling</li> </ul> </li> <li><strong>Surgery</strong>, usually as a last resort for people who have severe symptoms that have not gotten better with medicines: <ul> <li>For COPD that is mainly related to emphysema, there are surgeries that <ul> <li>Remove damaged lung tissue</li> <li>Remove large air spaces (bullae) that can form when air sacs are destroyed. The bullae can interfere with breathing.</li> </ul> </li> <li>For severe COPD, some people may need <a href=https://medlineplus.gov/lungtransplantation.html>lung transplant</a></li> </ul> </li> </ul> <p>If you have COPD, it's important to know when and where to get help for your symptoms. You should get emergency care if you have severe symptoms, such as trouble catching your breath or talking. Call your health care provider if your symptoms are getting worse or if you have signs of an infection, such as a <a href=https://medlineplus.gov/fever.html>fever</a>.</p> <h3>Can COPD (chronic obstructive pulmonary disease) be prevented?</h3> <p>Since smoking causes most cases of COPD, the best way to prevent it is to not smoke. It's also important to try to avoid lung irritants such as secondhand smoke, air pollution, chemical fumes, and dusts.</p> <p class=>NIH: National Heart, Lung, and Blood Institute</p>
C0024117	MSHCZE	Časté a závažné onemocnění charakterizované obstrukcí dýchacích cest při chronické bronchitidě či emfyzému. Na rozdíl od astmatu je obstrukce jen zčásti reverzibilní či je ireverzibilní a progreduje. Na ireverzibilitě obstrukce se podílejí trvalé patologicko-anatomické změny. K hlavním příznakům patří chronický kašel, expektorace, posléze zejména vývoj dušnosti s poklesem tolerance fyzické námahy, únava, někdy hemoptýza, exacerbace bronchitidy. (cit. Velký lékařský slovník online, 2014 http://lekarske.slovniky.cz/ )
C0024117	MSHNOR	Samlebetegnelse på sykdommer i lunger og bronkier som medfører en vedvarende forsnevring av bronkiene og slik begrenser luftstrømmens hastighet ved respirasjon, særlig ved utpusting. Undergrupper av kols er kronisk bronkitt og lungeemfysem.
C0024117	HPO	An anomaly that is characterized progressive airflow obstruction that is only partly reversible, inflammation in the airways, and systemic effects or comorbities. [PMID:25943942]
C0024117	MSHPOR	Doença obstrutiva crônica de fluxo difuso e irreversível. Entre as subcategorias da DPOC estão BRONQUITE CRÔNICA e ENFISEMA PULMONAR.
C0024141	MSH	A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.
C0024141	CSP	chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.
C0024141	MSHPOR	Transtorno multissistêmico, crônico, recidivante, inflamatório e geralmente febril do tecido conjuntivo, caracterizado principalmente pelo envolvimento da pele, articulações, rins e membranas serosas. É de etiologia desconhecida, mas acredita-se que represente uma insuficiência dos mecanismos regulatórios do sistema autoimune. A doença é caracterizada por uma ampla faixa de disfunções sistêmicas, uma taxa de sedimentação de eritrócitos elevada e a formação de células LE no sangue ou na medula óssea.
C0024141	MSHNOR	En kronisk, residiverende, inflammatorisk og ofte febril multisystemisk sykdom i bindevev, hovedsakelig i huden, leddene, nyrene og serøse hinner. Årsaksforholdene er ukjent, men det antas en svikt i reguleringsmekanismer i autoimmunsystemet. Sykdommen kjennetegnes av en rekke systemiske dysfunksjoner, forhøyet senkning og dannelsen av LE- celler (lupus erythematosus-celler) i blod eller beinmarg.
C0024141	MSHCZE	Autoimunitní onemocnění, při němž tělo napadá své vlastní tkáně a orgány jako např. kůži, klouby, ledviny, cévy, srdce a další. Faktory, které ovlivňují jeho rozvoj jsou genetické vlivy, abnormality v imunitní regulaci, hormonální vlivy, infekce, toxiny, chemikálie, léky a také věk. Trpí jím častěji ženy než muži v poměru 9:1, a manifestuje se nejčastěji mezi dvacátým až čtyřicátým rokem života. Častěji se také vyskytuje u osob s poruchami složek komplementu C1 až C3 (zejména C1). Pro onemocnění jsou typická období klidu (symptomy mizí) a náhlá vzplanutí. (cit. Wikipedie 2017 http://www.cs.wikipedia.org/)
C0024141	HPO	A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. [HPO:probinson]
C0024141	NCI_NCI-GLOSS	A chronic, inflammatory, connective tissue disease that can affect many organs including the joints, skin, heart, lungs, kidneys, and nervous system. It is marked by many different symptoms; however, not everyone with SLE has all of the symptoms.
C0024141	NCI	An autoimmune multi-organ disease typically associated with vasculopathy and autoantibody production. Most patients have antinuclear antibodies (ANA). The presence of anti-dsDNA or anti-Smith antibodies are highly-specific.
C0024141	NCI_NICHD	An autoimmune multi-organ disease typically associated with vasculopathy and autoantibody production. Most patients have antinuclear antibodies (ANA). The presence of anti-dsDNA or anti-Smith antibodies are highly-specific.
C0025323	MSH	Excessive uterine bleeding during MENSTRUATION.
C0025323	HPO	Prolonged and excessive menses at regular intervals in excess of 80 mL or lasting longer than 7 days. [HPO:probinson, PMID:22594864]
C0025323	MSHCZE	Prodloužené silné menstruační krvácení. (cit. Velký lékařský slovník online, 2016 http://lekarske.slovniky.cz)
C0025323	NCI_CTCAE	A disorder characterized by abnormally heavy vaginal bleeding during menses.
C0025323	NCI_NCI-GLOSS	Abnormally heavy menstrual bleeding.
C0025323	NCI	Heavy bleeding during regular menstruation.
C0025323	NCI_NICHD	Abnormally heavy bleeding during menstruation.
C0025323	NCI_FDA	Heavy or large blood loss during menses.
C0025323	MSHPOR	Sangramento uterino excessivo durante a MENSTRUAÇÃO.
C0026764	MSH	A malignancy of mature PLASMA CELLS engaging in monoclonal immunoglobulin production. It is characterized by hyperglobulinemia, excess Bence-Jones proteins (free monoclonal IMMUNOGLOBULIN LIGHT CHAINS) in the urine, skeletal destruction, bone pain, and fractures. Other features include ANEMIA; HYPERCALCEMIA; and RENAL INSUFFICIENCY.
C0026764	CSP	malignant neoplasm of plasma cells usually arising in the bone marrow and manifested by skeletal destruction, bone pain, and the presence of anomalous immunoglobulins.
C0026764	MSHCZE	Zhoubné nádorové onemocnění vycházející z patologického klonu plasmocytů, charakterizované nadprodukcí monoklonálního imunoglobinu (paraprotein, monoklonální gamapatie), nejč. třídy IgG, dále IgA, IgM event. jiné (Bence-Jonesova bílkovina). Příčina onemocnění není známá, vyskytuje se spíše ve vyšším věku, častěji u mužů. Stimulační efekt na proliferaci buněk má IL-6. V kostní dřeni je zmnožení patologických plasmocytů, kost je narušována rovněž stimulací osteoklastů (produkce OAF). K projevům patří osteolytická ložiska (nápadná např. v lebce), bolest kostí, patologické fraktury, zvýšení viskozity krve (hyperviskózní syndrom), snížení imunity s častějšími bakteriálními infekcemi, poruchy krevního obrazu (anemie, granulocytopenie, trombocytopenie), únavnost, hyperkalcemie aj. Může vzniknout amyloidóza a poškození ledvin (myelomová nefropatie) se selháním. Nemoc se dělí do stadií podle koncentrace hemoglobinu, kalcemie, rtg nálezu a koncentrace paraproteinu. Existují i formy extramedulární či indolentní s lepší prognózou. V terapii se používají cytostatika, interferon, kortikoidy, bortezomib, thalidomid, symptomatická terapie. (cit. Velký lékařský slovník online, 2016 http://lekarske.slovniky.cz)
C0026764	MEDLINEPLUS	<p>Multiple myeloma is a cancer that begins in plasma cells, a type of white blood cell. These cells are part of your immune system, which helps protect the body from germs and other harmful substances. In time, myeloma cells collect in the bone marrow and in the solid parts of bones.</p> <p>No one knows the exact causes of multiple myeloma, but it is more common in older people and African Americans. It can run in families. Common symptoms may include</p> <ul> <li>Bone pain, often in the back or ribs</li> <li><a href=https://medlineplus.gov/fractures.html>Fractures</a> (broken bones)</li> <li>Weakness or fatigue</li> <li>Weight loss</li> <li>Frequent infections and fevers</li> <li>Feeling very thirsty</li> <li>Frequent urination</li> </ul> <p>Doctors diagnose multiple myeloma using lab tests, imaging tests, and a bone marrow biopsy. Your treatment depends on how advanced the disease is and whether you have symptoms. If you have no symptoms, you may not need treatment right away. If you have symptoms, you may have chemotherapy, stem cell transplantation, radiation, or targeted therapy. Targeted therapy uses drugs or other substances that attack specific cancer cells with less harm to normal cells.</p> <p class=>NIH: National Cancer Institute</p>
C0026764	MSHNOR	En malign tilstand hos modne plasmaceller som medvirker i produksjonen av monoklonalt immunglobulin. Tilstanden er kjennetegnet av hyperglobulinemi, overskudd av Bence-Jones' proteiner (frie, lette kjeder av monoklonale immunglobuliner) i urinen, nedbrytning av skjelettet, skjelettsmerter og brudd. Andre tegn er anemi, hyperkalsemi og nedsatt nyrefunksjon.
C0026764	HPO	A malignant plasma cell tumor growing within soft tissue or within the skeleton. [HPO:sdoelken]
C0026764	PDQ	A bone marrow-based plasma cell neoplasm characterized by a serum monoclonal protein and skeletal destruction with osteolytic lesions, pathological fractures, bone pain, hypercalcemia, and anemia. Clinical variants include non-secretory myeloma, smoldering myeloma, indolent myeloma, and plasma cell leukemia. (WHO, 2001) Check for https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C3242 active clinical trials using this agent. (http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C3242 NCI Thesaurus)
C0026764	NCI_NCI-GLOSS	A type of cancer that begins in plasma cells (white blood cells that produce antibodies).
C0026764	NCI	A bone marrow-based plasma cell neoplasm characterized by a serum monoclonal protein and skeletal destruction with osteolytic lesions, pathological fractures, bone pain, hypercalcemia, and anemia. Clinical variants include non-secretory myeloma, smoldering myeloma, indolent myeloma, and plasma cell leukemia. (WHO, 2001)
C0026764	NCI_CDISC	A malignant neoplasm of the bone marrow composed of plasma cells.
C0026764	MSHPOR	Tumor clonal de plasmócitos maduros responsáveis pela produção de imunoglobulina monoclonal. Caracteriza-se por hiperglobulinemia, proteinuria de Bence-Jones (CADEIAS LEVES DE IMUNOGLOBULINAS monoclonais livres) na urina, destruição esquelética, dor óssea e fraturas. Outras características incluem ANEMIA, HIPERCALCEMIA e INSUFICIÊNCIA RENAL.
C0030353	MSH	Swelling of the OPTIC DISK, usually in association with increased intracranial pressure, characterized by hyperemia, blurring of the disk margins, microhemorrhages, blind spot enlargement, and engorgement of retinal veins. Chronic papilledema may cause OPTIC ATROPHY and visual loss. (Miller et al., Clinical Neuro-Ophthalmology, 4th ed, p175)
C0030353	CSP	swelling of the optic disk, usually in association with increased intracranial pressure, characterized by hyperemia, blurring of the disk margins, microhemorrhages, blind spot enlargement, and engorgement of retinal veins.
C0030353	MSHNOR	Oppsvulming av synsnervepapillen (SYNSNERVEPAPILL), vanligvis i forbindelse med økt hjernetrykk, karakterisert ved hyperemi, uskarpt begrenset papill, mikroblødninger, stuvning av venene i netthinnen og forstørret blind flekk i synsfeltet. Kronisk papilleødem kan forårsake synsnerveatrofi (OPTIKUSATROFI) og synstap.
C0030353	MSHCZE	Stav, kdy papila zrakového nervu (discus nervi optici) prominuje dovnitř bulbu. Diagnostický znak nitrolební hypertenze. Papila má neostrou hranici, je edematózní, mohou být patrny známky krvácení. Míru prominence lze vyjádřit v dioptriích. Zrak nemusí být zpočátku narušen. Oftalmoskopické vyšetření je indikováno při bolestech hlavy, mozkové příhodě, susp. tumorech mozku aj. (cit. Velký lékařský slovník online, 2013 http://lekarske.slovniky.cz/ )
C0030353	HPO	Papilledema refers to edema (swelling) of the optic disc secondary to any factor which increases cerebral spinal fluid pressure. [HPO:probinson]
C0030353	NCI_NCI-GLOSS	Swelling around the optic disk, the area where the optic nerve (the nerve that carries messages from the eye to the brain) enters the eyeball. Papilledema occurs when increased brain pressure caused by tumors or other problems results in swelling of the optic nerve.
C0030353	NCI	Swelling around the optic disc, usually due to increased intracranial pressure or pressure on the optic nerve by a tumor.
C0030353	NCI_CTCAE	A disorder characterized by swelling around the optic disc.
C0030353	NCI_NICHD	Swelling of the optic disc secondary to increased intracranial pressure.
C0030353	MSHPOR	Inchaço do DISCO ÓPTICO, normalmente associado com pressão intracraniana elevada, caracterizado por hiperemia, embaçamento das margens do disco, micro-hemorragias, ampliação da mancha cega e engrossamento das veias retinianas. O papiledema crônico pode causar ATROFIA ÓPTICA e perda visual. (Tradução livre do original: Miller et al., Clinical Neuro-Ophthalmology, 4th ed, p175)
C0030920	MSH	Ulcer that occurs in the regions of the GASTROINTESTINAL TRACT which come into contact with GASTRIC JUICE containing PEPSIN and GASTRIC ACID. It occurs when there are defects in the MUCOSA barrier. The common forms of peptic ulcers are associated with HELICOBACTER PYLORI and the consumption of nonsteroidal anti-inflammatory drugs (NSAIDS).
C0030920	CSP	local defect produced by the sloughing of inflammatory necrotic tissue that occurs in the regions of the gastrointestinal tract which come into contact with gastric juice; occurs when there are defects in the mucosa barrier; common forms of peptic ulcers are associated with Helicobacter pylori and the consumption of nonsteroidal antiinflammatory drugs.
