	synonyms	scores_gpt	scores_biogpt	un_normalized_score	normalized_score	un_normalized_diff_flat	normalized_diff_flat
60	['Gonadotropic luteinizing hormone increased', 'Gonadotropic LH increased', 'Lutotropin high', 'Luteinizing hormone increased', 'Gonadotropic luteinizing hormone inc', 'LH increased', 'Lutotrophin increased', 'Lutotropin increased', 'LH inc']	[-6.585030049829776, -7.2781882944489915, -5.41427319990095, -5.656750403566664, -7.057060685291996, -6.569631150844273, -5.955477848135395, -5.90049300385395, -6.694712537544196]	[-6.291347685124355, -6.152932574987267, -8.861887485808653, -7.741155204402575, -6.766105037765624, -6.487259879121467, -7.545111241065993, -8.195060857869532, -10.69566505959257]	[1.046680358391227, 1.182881204327849, 0.6109616273701645, 0.7307372419493073, 1.0430019406885316, 1.012697390463408, 0.789316109180915, 0.7200060019307654, 0.625927653890016]	[0.31871687215813926, 0.1387577776000844, 13.434748635526866, 3.4371239036042565, 0.31958710883416963, 0.3937098645212305, 2.095649730622303, 4.240995800706512, 23.363682069075765]	[4, 5, 2, 2, 4, 4, 2, 2, 2]	[2, 1, 5, 5, 2, 2, 4, 5, 5]
61	['Bone marrow depression', 'Bone marrow hypocellular', 'Marrow hypoplasia', 'Hypoplasia bone marrow', 'Marrow depression of', 'Hypocellular marrow', 'Hypoplastic marrow']	[-3.080520335596344, -3.174146081466376, -5.115439557450719, -2.9002970881603085, -4.7503255838241145, -4.1464944794565, -4.161008362940336]	[-4.272601964622634, -3.3794601389412713, -4.560044829671535, -4.089070936877235, -4.761074602005873, -4.240739540949646, -4.1717505337614655]	[0.7209939894011219, 0.939246492329033, 1.121795892041524, 0.7092802088621196, 0.9977423125911049, 0.9777762674214977, 0.9974250208074059]	[1.9816742830959977, 0.7387280030296822, 0.34523350255413476, 1.9751301691352692, 0.6081154525798527, 0.6610707020346007, 0.6081112886083007]	[2, 4, 4, 2, 4, 4, 4]	[4, 3, 2, 4, 3, 3, 3]
62	['Prothrombin increased', 'PT increased', 'Prothrombin time prolonged', 'Prothrombin time inc', 'Coagulation factor II level increased', 'PT inc', 'Prothrombin level increased', 'PT prolonged', 'Prothrombin time increased']	[-3.689186934549454, -5.57511018740902, -4.4792688587019205, -4.612176725344594, -4.990083207923092, -5.92225905555241, -3.8945562501741193, -6.5394770892634275, -3.7389657963611733]	[-4.557873988440999, -7.73409032712087, -4.246707695995253, -5.678375793677134, -4.5894283173882915, -9.202157157264802, -4.975838153749341, -7.979462135173297, -3.736725783399815]	[0.8094095940136609, 0.7208488589613405, 1.0547626960353258, 0.8122352047358768, 1.0872995202946762, 0.6435729095190448, 0.7826935141046608, 0.8195385827369934, 1.0005994587484341]	[1.5871855668091766, 5.767596541660832, 0.5276691230588347, 1.9337756330912093, 0.4460253096797018, 17.693076623327787, 1.9631635215780419, 2.8102132103404562, 0.6643376811431432]	[3, 2, 4, 3, 4, 2, 2, 3, 4]	[4, 5, 2, 4, 2, 5, 4, 5, 3]
63	['GOT inc', 'Serum glutamic-oxaloacetic ta inc', 'Glutamic-oxaloacetic transam incr', 'Transaminase glutamic-oxalacetic increased', 'Serum glutamic-oxaloacetic transaminase increased', 'Glutamic-oxaloacetic transaminase increased', 'Aspartate aminotransferase increased', 'AST increased', 'GOT increased', 'Glutamic-oxaloacetic transam. increased', 'SGOT increased', 'Serum glutamic-oxaloacetic ta increased']	[-6.698377139328277, -5.73104022262619, -6.022244069117018, -5.217231131585698, -5.049510260920898, -5.047829469219952, -2.5030452728120594, -3.237878320740591, -5.559456010953014, -5.60145956983553, -5.607958553313037, -5.836351525748961]	[-7.77794424919742, -7.515792703263538, -7.655337178545799, -5.805305334028208, -5.968065354934817, -5.874927456766346, -5.000757848670125, -6.121953404067161, -4.951120522356868, -7.946620527747373, -5.489296275773626, -6.863172918378753]	[0.8612014852149988, 0.7625330352894957, 0.7866726087512448, 0.8987005560249395, 0.8460882984040393, 0.8592156254467792, 0.5005331888801026, 0.5288962700352284, 1.1228682448446157, 0.7048857498954181, 1.0216170291377993, 0.8503867810353303]	[0.5753683813522139, 1.1646732675779323, 1.0007815246904235, 0.35196002065214377, 0.4898006556017698, 0.446992303595765, 2.3759579080785156, 3.4965025356453316, 0.10638960772887311, 2.0397945009265115, 0.17360474094996578, 0.5458066442646589]	[3, 2, 2, 3, 3, 3, 1, 1, 5, 2, 4, 3]	[2, 4, 3, 2, 2, 2, 5, 5, 1, 4, 1, 2]
64	['SGPT increased', 'Serum glutamic-pyruvic ta incr', 'Serum glutamic-pyruvic transaminase increased', 'Transaminase glutamic-pyruvic increased', 'Alanine aminotransferase increased', 'ALT increased', 'Glutamic-pyruvate transaminase increased', 'Glutamic-pyruvic transam incr', 'GPT increased', 'GPT inc', 'Serum glutamic-pyruvic ta increased']	[-6.028430903897409, -5.866850519353708, -5.231825388634763, -5.7469950570535575, -2.893188508834887, -3.1297075218983204, -5.063600242754598, -6.290496978749982, -5.9469530148808545, -5.99002856061825, -6.063807324461173]	[-7.66906924530584, -6.959595944862627, -6.512292054019277, -6.981046301497412, -5.17349470256475, -9.278337361845397, -6.455264448862806, -7.962611097571374, -6.834482657340473, -9.17405055030708, -7.021051918670262]	[0.7860707357137701, 0.8429872317062383, 0.8033769593312033, 0.8232283255048524, 0.5592329122132075, 0.33731340000293364, 0.7844140674432988, 0.7900042965389339, 0.8701394550315552, 0.6529317151427456, 0.8636608010740385]	[0.5451254733275198, 0.3151734362433933, 0.3802558510623981, 0.3630094610739089, 1.0334767130826352, 49.464350293145266, 0.4249798938232042, 0.5625566116047023, 0.25669979659828024, 2.551405448853411, 0.2752341657777125]	[2, 3, 3, 3, 1, 1, 2, 2, 3, 2, 3]	[2, 2, 2, 2, 3, 5, 2, 2, 2, 5, 2]
65	['Abnormality of accommodation', 'Accommodation disorder', 'Accommodation abnormal', 'Accommodation disturbance', 'Accommodation difficulty', 'Visual accommodation disturbance of', 'Pupillary accommodation disorder', 'Accommodation debility']	[-4.287072489841755, -2.9602217615405735, -3.7308535557293756, -3.48140667963129, -3.1581492513571483, -5.2802528217374665, -6.75134783956118, -3.679358774568745]	[-5.091059596149428, -3.57782786679127, -4.404959164906229, -4.089510185623723, -4.200535434380024, -4.044545491348003, -6.90712377560772, -4.05723478193562]	[0.8420786299740508, 0.827379592242768, 0.8469666609971392, 0.8513016282169532, 0.7518444495215344, 1.3055243989795293, 0.9774470617427391, 0.9068636577184724]	[1.3093636503234891, 1.0867159462837397, 1.1498824950638677, 1.0764382299874462, 1.661864779134822, 0.17030689911134925, 0.6847716087624552, 0.8550717949570662]	[3, 3, 3, 3, 2, 5, 4, 3]	[4, 4, 4, 3, 4, 1, 3, 3]
66	['Carcinoma in situ of stomach', 'Gastric cancer stage 0', 'Stomach cancer stage 0', 'Stomach carcinoma stage 0', 'Gastric malignancy stage 0', 'Gastric cancer in situ', 'Gastric carcinoma stage 0', 'Gastric carcinoma in situ', 'Gastric malignancy in situ', 'Stomach cancer in situ']	[-5.108367078472064, -4.371824797664568, -3.559782105793812, -3.917699284775235, -5.311945182528097, -3.5445765663690696, -4.166976053463587, -3.4248512452781403, -4.940090897568453, -2.5670842282392132]	[-5.188353947822582, -5.12256681914275, -5.9878301435248735, -6.082769059044118, -6.408654715353881, -3.9365126350851805, -5.911019352625144, -4.124990258669424, -5.113134463073785, -4.9994516568102325]	[0.9845833822913937, 0.8534441720364291, 0.594502853365554, 0.6440651036965204, 0.8288705537219406, 0.9004357142860714, 0.704950500900152, 0.8302689292611508, 0.9661570477453655, 0.5134731575496568]	[0.32168978627850797, 0.6291330978723819, 3.3665671452569104, 2.588077469902623, 0.8891894771931826, 0.43945568602932733, 1.6987434579134497, 0.5980891532673152, 0.3530622477716478, 3.3811401150649014]	[4, 3, 2, 2, 3, 3, 2, 3, 4, 1]	[2, 3, 5, 5, 3, 2, 4, 2, 2, 5]
67	['Photosensitivity reaction', 'Photosensitivity toxic reaction', 'Photosensitive dermatitis', 'Rash photosensitivity', 'Photosensitive rash', 'Photosensitive reaction', 'Photosensitized']	[-2.115252095029478, -4.220122498906032, -1.819022260787482, -3.223514160643635, -3.8800336829360034, -3.216922297477552, -1.8577633107370775]	[-2.311336756679221, -3.9336697460605476, -2.178789026603796, -4.215124488222816, -3.380361085813526, -2.8389579165587584, -2.521095811063639]	[0.9151639582232645, 1.0728207428018985, 0.834877649270566, 0.764749456309115, 1.147816338088694, 1.1331349009135518, 0.7368872307765628]	[0.9212697512150739, 0.5686217602515152, 1.08510820273193, 2.0411701978719243, 0.45943415023013556, 0.5188961881297999, 1.4699750715984659]	[3, 4, 3, 2, 5, 5, 2]	[3, 2, 4, 4, 2, 2, 4]
68	['ASAT', 'Aspartate aminotransferase', 'SGOT', 'GOT', 'AST', 'Asp transferase', 'Aspartate transferase', 'Serum glutamic-oxaloacetic transferase', 'ASPT', 'Glutamic-oxaloacetic transferase']	[-3.0078034682048185, -2.0099060820274732, -3.843140081825402, -3.9806486558611582, 1.3044234492554097e-06, -6.304471739545194, -3.157977762749797, -5.347124020454181, -2.4076295251434257, -5.448482732504651]	[-3.4342371282606408, -2.444662415948799, -3.9796652900356855, -3.54269964629051, -4.101639822086271, -4.710418433464061, -2.929131917063647, -6.1801561599273835, -4.955691239008477, -5.894207965649647]	[0.8758287083478709, 0.8221609940558634, 0.965694298826558, 1.1236201352912365, -3.180248646483844e-07, 1.338410128229067, 1.0781275313525516, 0.8652085614155434, 0.48583122091866615, 0.9243791132341105]	[0.2885439499190371, 0.2909554281639413, 0.21592669215497504, 0.12156690189597472, 11.385033036006606, 0.03825829684059973, 0.14983997750531475, 0.4333067441176674, 2.407816183026012, 0.294164456513413]	[3, 3, 4, 5, 1, 5, 4, 3, 1, 4]	[2, 2, 1, 1, 5, 1, 1, 2, 5, 2]
69	['Malaise', 'Discomfort bodily', 'Feeling unwell', 'Feels poorly', 'Ill defined experience', 'Feels awful', 'Felt generally ill', 'Generally off-color', 'Feeling lifeless', 'Feeling miserable', 'Generally unwell', 'General malaise']	[-3.959414315043338, -4.525406204606724, -3.0974039331394536, -4.815692029801528, -7.418296499078824, -4.789411315736554, -5.953225548768401, -5.598998096195013, -3.6145771107194267, -3.046695833980214, -3.6682972948486765, -4.79384810014697]	[-4.148441118577459, -6.101939195663244, -4.411151034867011, -5.961229858465347, -7.220321562560717, -5.746598710841825, -6.686553906616726, -6.437250463609077, -4.927969351417214, -5.612686564962125, -6.175046213493919, -4.0034688745920635]	[0.9544342565963814, 0.7416341034376432, 0.7021758966439097, 0.8078353199152221, 1.0274191301319127, 0.8334340984521169, 0.890327907605343, 0.8697809923424832, 0.7334820598427476, 0.5428230845812024, 0.59405179621694, 1.1974235969638813]	[0.41360401657671525, 1.656422146641805, 1.2736337731477163, 1.0764458994097605, 0.28087431574673244, 0.8916463862200248, 0.7128069231489919, 0.7916620516476944, 1.2731818903379684, 4.4554037390760115, 4.199123741452914, 0.15532240754910492]	[4, 2, 2, 3, 4, 3, 3, 3, 2, 1, 2, 5]	[2, 4, 4, 4, 2, 3, 3, 3, 4, 5, 5, 1]
70	['Concentration loss', 'Cerebration impaired', 'Mental concentration difficulty', 'Concentration impaired', 'Concentration (mental) abnormal', 'Mental concentration difficult', 'Mental concentration impaired', 'Concentration impairment']	[-4.342800064700812, -6.764916059375318, -4.463249559029112, -4.7021521824101224, -6.38417760027877, -4.929027908778911, -5.129549396138815, -5.290977406033266]	[-5.75663010105193, -6.574445621079046, -5.58310290597242, -6.359842791298276, -7.647546466987531, -6.906379634747006, -6.337693877062369, -6.146660327385117]	[0.7543997075489073, 1.0289713307059054, 0.7994209732825512, 0.7393503796734953, 0.8348007596733938, 0.7136920020990811, 0.8093715940910119, 0.860788969004918]	[1.1616931043453849, 0.23353531742423292, 0.865802743079822, 1.4825136899666094, 0.9994175137575569, 2.040919013661738, 0.9457216030817899, 0.6648002886100378]	[2, 4, 3, 2, 3, 2, 3, 3]	[4, 1, 3, 4, 3, 4, 3, 3]
71	['Intervertebral disc bulging', 'Slipped disc', 'Intervertebral disc herniation', 'Intervertebral disc extrusion', 'Intervertebral disc prolapse', 'Intervertebral disc protrusion']	[-5.96817528873009, -5.883233845505749, -5.80843034733775, -6.177323510882765, -5.489613035635688, -5.551696413190025]	[-6.20821582253082, -6.854168795458923, -5.249884438552136, -5.848422176009911, -6.11925185636183, -6.33557742276867]	[0.9613350210974341, 0.8583438810849762, 1.106392038781649, 1.0562376184506652, 0.8971052613120437, 0.8762731543992267]	[1.046434449102308, 2.1733788686288693, 0.47085842224524216, 0.592411818874977, 1.5449428349719447, 1.802598253929233]	[4, 3, 4, 4, 3, 3]	[3, 5, 2, 2, 4, 4]
72	['IVth nerve disorder', 'Trochlear nerve paralysis', 'Fourth or trochlear nerve palsy', 'Paresis of fourth cranial nerve', 'Fourth nerve paralysis', 'Trochlear nerve disorder', 'IVth nerve paralysis', 'Fourth nerve paresis', 'IVth nerve paresis', 'IVth nerve palsy']	[-3.960190312130048, -3.578901869160153, -3.954970078015193, -3.8321955305358544, -4.623510995547272, -3.4223360161417213, -4.155897628403087, -4.494756395218851, -4.204473250510798, -3.074395636493621]	[-3.6456498431239495, -2.671395681525691, -3.2918248416997558, -3.7206758946263863, -4.124039074228267, -2.8851109135665687, -3.3891915646748965, -4.586752447499758, -3.759362263292089, -3.136051676378847]	[1.0862782994914755, 1.3397123810262979, 1.2014521635279407, 1.0299729509013487, 1.1211123154579885, 1.1862060484569157, 1.2262209288254664, 0.9799430962682423, 1.1184006637415473, 0.9803395969684979]	[1.135420543790128, 0.6275307450011812, 0.801234463037884, 1.3910014266451665, 0.9437175653569476, 0.9087533824056666, 0.7224099602503995, 1.7049565503698574, 0.99643894291395, 1.6540049913818158]	[4, 5, 5, 4, 4, 5, 5, 4, 4, 4]	[4, 3, 3, 4, 3, 3, 3, 4, 3, 4]
73	['Computer-assisted transaxial tomography normal', 'Computerized axial tomogram normal', 'Computerized transverse axial tomogram normal', 'Computerized axial tomography normal', 'Computerized transverse axial tomography normal', 'CAT normal', 'Computerised tomogram normal', 'Computerized tomography normal', 'CT normal', 'CT scan normal', 'CTT normal', 'CAT scan normal', 'EMI scan normal', 'CTT scan normal']	[-5.801031556714282, -5.247597303304338, -5.450423663422273, -4.84214574661509, -5.1350724526639695, -6.172009729626787, -5.938646963416948, -4.061344073962662, -5.918168046792055, -4.234712818829673, -5.935592578235201, -6.000716350213525, -5.346965484693053, -6.390280857100062]	[-5.935260402453062, -5.405600828789852, -5.88861039776615, -6.131668434376383, -6.5741683305843095, -7.980270677530488, -6.479307066115759, -5.412539591719605, -6.371864543441632, -4.9122866990303855, -6.784713185937582, -6.133571152321176, -7.76345989078251, -6.752459767167478]	[0.9773845060474005, 0.9707704045322774, 0.9255874128622769, 0.7896946481104954, 0.7810984134334702, 0.7734085695871069, 0.9165558759321268, 0.7503583124224948, 0.9287969018241995, 0.8620654856455232, 0.8748479730193576, 0.9783397308340714, 0.6887348630526783, 0.9463634108819958]	[0.501322523575679, 0.5133841181664989, 0.6793982923106975, 1.5916770624619951, 1.8484757984826847, 2.673868972118092, 0.7527106647146524, 1.6929304927345195, 0.690017737997346, 0.8631553513670429, 1.02468591021625, 0.500634157585773, 4.912386806328488, 0.6296724212719453]	[4, 4, 4, 2, 2, 2, 3, 2, 4, 3, 3, 4, 2, 4]	[2, 2, 3, 4, 4, 5, 3, 4, 3, 3, 3, 2, 5, 3]
74	['CAT scan abnormal', 'Computer-assisted transaxial tomography abnormal', 'Computerized axial tomogram abnormal', 'Computerized axial tomography abnormal', 'Computerized transverse axial tomography abnormal', 'CAT abnormal', 'Computerised tomogram abnormal', 'Computerized tomography abnormal', 'CT abnormal', 'CT scan abnormal', 'CTT abnormal', 'Computerized transverse axial tomogram abnormal', 'EMI scan abnormal', 'CTT scan abnormal']	[-6.922835109470052, -6.336455018281517, -5.715247219235964, -5.448171173283344, -5.765845641133484, -6.7243577628683076, -6.567302229716409, -4.810356735487369, -6.628276775568591, -5.374934656245152, -6.392390388831497, -5.973571454652188, -6.3897404052275775, -7.198691352485119]	[-7.164549801733406, -6.348705739438377, -5.902888009746423, -6.665572648166387, -6.998507980993637, -9.506157465696425, -6.86519713177825, -5.944550434404556, -7.509161938670974, -5.962337056335998, -7.5434155486873, -6.297216100515489, -8.789720283247018, -7.805793525430033]	[0.9662624032280615, 0.9980703592732676, 0.968212036176082, 0.817359807005039, 0.8238678382295506, 0.7073686489134627, 0.9566079609450808, 0.8092044618962351, 0.8826919474773921, 0.9014811818686717, 0.8474132636036332, 0.9486051231691401, 0.7269560576809548, 0.9222241568436224]	[0.5956633359875818, 0.473528293051763, 0.5643088642253468, 1.5802880469172993, 1.6045895689111307, 7.553457206081937, 0.6300857018140603, 1.4541177548076882, 1.1287274264318463, 0.8416492357174366, 1.4787998158756377, 0.6465209406996025, 5.156126100069201, 0.8583939262627422]	[4, 4, 4, 3, 3, 2, 4, 3, 3, 3, 3, 4, 2, 3]	[2, 2, 2, 4, 4, 5, 3, 4, 4, 3, 4, 3, 5, 3]
75	['LDL inc', 'Low density lipoprotein increased', 'LDL increased', 'Low density lipoprotein cholesterol high', 'LDL cholesterol increased', 'Raised LDL', 'Low density lipoprotein cholesterol increased']	[-3.984450932959444, -3.6061752626792916, -3.9808041026688668, -3.3336445540653363, -3.8541802750961622, -2.9586841622643782, -3.3312641827983067]	[-8.459639568981608, -5.243829911137768, -5.8475996900418545, -4.681025661545414, -4.816769359926268, -5.5184030975313405, -4.486068072872632]	[0.4709953539355226, 0.6876987476309754, 0.6807586554613101, 0.7121611362764357, 0.8001587759550022, 0.5361486121932533, 0.742579944995161]	[17.2405322813879, 1.0097766340467065, 1.2698135655312817, 0.755372413077514, 0.5141005492020296, 2.539058743165508, 0.6230542991812237]	[1, 2, 2, 2, 3, 1, 2]	[5, 3, 4, 3, 2, 5, 3]
76	['Uterine cervix carcinoma stage 0', 'Carcinoma in situ of cervix', 'Carcinoma in situ of cervix uteri', 'Cervical carcinoma in situ', 'Cervix carcinoma stage 0', 'Carcinoma uterine cervix in situ', 'In situ cancer of cervix', 'Cervical cancer stage 0', 'Cervical intraepithelial neoplasia III', 'Cervical carcinoma stage 0', 'CIS of cervix']	[-4.9795474266151425, -4.889000905573886, -5.611686800637195, -3.5896884446599246, -4.733512326754, -5.451120183774197, -4.119123912282767, -4.209977652857707, -5.663500686408964, -3.98936100703229, -4.974461787542744]	[-3.591856147683527, -3.4036284081492454, -3.260716123498081, -2.320797552691661, -3.1521358892408777, -4.716620084063005, -3.095068398935462, -2.5764619501310486, -3.599951664831945, -3.340370092676406, -5.498140715804617]	[1.3863437793372015, 1.4364085379791285, 1.7209982678949076, 1.546747772332233, 1.5016840939220935, 1.1557259407415483, 1.3308668440734703, 1.634015069635929, 1.5732157577936123, 1.1942871287761687, 0.9047534511518525]	[0.9191420878693439, 0.8336048618232541, 0.35078072866173593, 1.035087360854394, 0.7572970367631424, 1.7662817345312796, 1.3222319876859878, 0.7188238236494912, 0.46758585510509904, 1.9239604721084183, 6.2155589092865]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3]	[3, 3, 2, 3, 3, 4, 4, 3, 2, 4, 5]
77	['ADHD, predominantly hyperactive-impulsive type', 'Attention deficit hyperactivity disorder', 'Syndrome hyperkinetic', 'Hyperkinetic syndrome of childhood', 'Unspecified hyperkinetic syndrome of childhood', 'Attention deficit disorder of childhood with hyperactivity', 'ADDH', 'Hyperactive child syndrome', 'ADHD']	[-4.1620438172703365, -2.150998887707135, -4.186514672866383, -4.269974595037627, -4.4604627713233675, -3.759413109665802, -3.8631780364646096, -3.5430870395409215, -0.1811461946229443]	[-5.563682527715626, -3.633900099976335, -6.108382504917301, -5.002263008523497, -4.42554953337112, -4.705342249495668, -5.512486813100044, -5.670757224453184, -6.883371106063058]	[0.7480735639636176, 0.5919257075121969, 0.6853720554494095, 0.8536085743116459, 1.0078890175534094, 0.7989669848285206, 0.7008049483735787, 0.6247996342115619, 0.026316494030575493]	[0.25838282217005376, 0.2802563706874618, 0.43470664037121703, 0.13230263596462055, 0.06142951030995872, 0.16381417750257984, 0.3309980083266015, 0.5340416149253655, 51.79394310952981]	[2, 2, 2, 3, 4, 3, 2, 2, 1]	[2, 2, 2, 1, 1, 1, 2, 2, 5]
78	['Hearing impaired', 'Hearing decreased', 'Unspecified hearing loss', 'Hearing reduced', 'Hard of hearing', 'Hypoacusis', 'Hearing loss']	[-2.743025631055526, -3.5442061589209852, -2.155189319314749, -3.4900908660914003, -3.0338141804598564, -4.321618749842501, -0.9996123620148293]	[-4.799687596804376, -6.2777839015507695, -4.942234959676684, -6.582340748505485, -4.951122968469841, -4.810110664806094, -3.111492045288911]	[0.5715008686985852, 0.5645632622119213, 0.43607585169437985, 0.5302203273028402, 0.6127527431211157, 0.8984447658267578, 0.3212646368575281]	[0.9161794403680017, 1.802857198616615, 1.9018757513343412, 2.580659222184654, 0.7970034945006, 0.19095583869686983, 0.9681915584045843]	[1, 1, 1, 1, 2, 3, 1]	[3, 4, 4, 5, 3, 1, 3]
79	['Smell alteration', 'Smell change', 'Smell perversion', 'Parosmia', 'Altered smell sensation', 'Perversion olfactory', 'Strange smell sensation']	[-5.220842004776666, -4.135682698700938, -4.793821175844432, -3.5242383943902857, -4.517686774103681, -2.7800877834698965, -3.9863992274860602]	[-4.780450367700725, -4.776087298857381, -4.218244405112317, -6.109463500923812, -4.953359948852609, -7.441969682701856, -4.582421894181916]	[1.0921234618502604, 0.8659143855453287, 1.136449365056833, 0.5768490791142931, 0.9120449191563705, 0.373568813365626, 0.8699328258158425]	[0.22067148693833125, 0.6503244215119647, 0.19276849815329716, 4.547313303395635, 0.529927350693055, 36.27734234211432, 0.6220928853396328]	[4, 3, 5, 1, 3, 1, 3]	[1, 3, 1, 5, 2, 5, 3]
80	['Pneumocystis jiroveci pneumonia', 'PCP', 'Pneumocystosis', 'Interstitial plasma cell pneumonia', 'Pneumocystis carinii pneumonia', 'Pneumocystis jirovecii pneumonia', 'Pneumocystis pneumonia']	[-5.44240051211803, -0.7609829142052473, -2.353418735737931, -5.313668705746486, -4.702262016801213, -5.367661035577981, -3.0789448646609863]	[-6.050686547622099, -7.200937957415006, -2.9401753405608617, -6.645326316711452, -2.5339309695500516, -5.988263371477112, -3.9692765935540346]	[0.8994682618713535, 0.10567830450776793, 0.800434825526085, 0.7996098991232145, 1.855718278559179, 0.8963635536046825, 0.7756942082748993]	[0.4598656569627546, 156.78071753827004, 0.4500708280592131, 0.9479539946318861, 0.028626054911304277, 0.4655645229692752, 0.609707961040503]	[3, 1, 3, 3, 5, 3, 2]	[2, 5, 2, 3, 1, 2, 3]
81	['Feelings of weakness', 'Weakness', 'Debility', 'Weakness generalised', 'Strength loss of', 'Debility, unspecified', 'General debility']	[-2.7503513875158325, -0.4051183122969627, -2.522778016454153, -4.44833125068608, -2.4624433598139635, -4.639991893875917, -4.85943691340436]	[-5.233282292175586, -5.887323214869041, -5.421176103022831, -7.543093662670766, -3.7282109971881296, -5.3143740732321705, -5.2289526106434305]	[0.5255499768525679, 0.06881197065481214, 0.46535621948297523, 0.5897223937043187, 0.6604892699665265, 0.8731022374294215, 0.9293327507908699]	[0.6131623221478656, 12.306756486405135, 0.9289889854388189, 1.1305519093185654, 0.18153826050795813, 0.10049228668675024, 0.07408510448883869]	[1, 1, 1, 2, 2, 3, 4]	[3, 5, 3, 4, 1, 1, 1]
