	synonyms	scores_gpt	scores_biogpt	un_normalized_score	normalized_score	un_normalized_diff_flat	normalized_diff_flat
60	['Gonadotropic luteinizing hormone increased', 'Gonadotropic LH increased', 'Lutotropin high', 'Luteinizing hormone increased', 'Gonadotropic luteinizing hormone inc', 'LH increased', 'Lutotrophin increased', 'Lutotropin increased', 'LH inc']	[-7.675885665724603, -7.738570262788241, -5.733403130613476, -7.587288802097484, -7.678663517461757, -6.501644441422869, -6.634588379245835, -6.728849912222077, -5.839674936958751]	[-6.028312132780193, -6.552842928464429, -7.443861664629052, -8.565845244220741, -7.550673634377475, -7.645888364255417, -6.921304982493186, -7.160392368944962, -12.12353392763252]	[1.2733059431321394, 1.1809485359664604, 0.7702189251926657, 0.8857606676021288, 1.0169507899933004, 0.8503451962257392, 0.9585747768704638, 0.9397320098554223, 0.48168091678686964]	[0.11820109097912994, 0.18758527340019496, 3.3962236489065485, 1.6335605695025108, 0.5402170399987843, 1.9279350573348841, 0.8178487939653435, 0.9453009331129305, 329.0022466637725]	[5, 5, 2, 4, 5, 3, 4, 4, 1]	[1, 1, 5, 4, 2, 4, 3, 3, 5]
61	['Bone marrow depression', 'Bone marrow hypocellular', 'Marrow hypoplasia', 'Hypoplasia bone marrow', 'Marrow depression of', 'Hypocellular marrow', 'Hypoplastic marrow']	[-4.889516181585104, -4.6051752037758495, -6.016728398408452, -4.51599060659748, -6.0516342034913, -5.481115999022608, -5.06668645804525]	[-5.437826040987636, -5.490431584759172, -8.48527640955322, -5.4580542293028165, -6.837593293486198, -7.445774446973015, -7.349414474656653]	[0.8991674512443678, 0.8387637898192383, 0.7090786567228932, 0.827399365574704, 0.885053255398557, 0.7361377970898495, 0.689400016221286]	[0.6033101620301882, 0.8450349191660592, 4.116133707006017, 0.8944287020082059, 0.7651567080495262, 2.486869620263798, 3.418132357478434]	[4, 3, 2, 3, 4, 2, 2]	[3, 3, 5, 3, 3, 5, 5]
62	['Prothrombin increased', 'PT increased', 'Prothrombin time prolonged', 'Prothrombin time inc', 'Coagulation factor II level increased', 'PT inc', 'Prothrombin level increased', 'PT prolonged', 'Prothrombin time increased']	[-7.579100933210059, -5.767108485859652, -8.148142281414314, -7.743407999308626, -7.177089118036349, -4.700576416344766, -7.253611668593547, -6.917865328157305, -7.631847177745712]	[-6.190788844586853, -8.249445317460179, -7.38463936886645, -8.692022336090165, -6.5899597832462495, -11.47269733421996, -7.526512850856887, -8.796205262660502, -6.684992223636987]	[1.22425447281038, 0.6990904556520192, 1.1033906836082996, 0.8908637943965244, 1.0890945247166404, 0.40971850641646534, 0.9637413517161177, 0.7864601975039548, 1.1416389013529151]	[0.09770846420965201, 4.687417687921429, 0.18250861293366472, 1.011221834068965, 0.2177115330899605, 341.95047529811666, 0.5145030384417686, 2.562247835938381, 0.1519338645481449]	[5, 2, 5, 4, 5, 1, 4, 3, 5]	[1, 5, 1, 3, 1, 5, 2, 5, 1]
63	['GOT inc', 'Serum glutamic-oxaloacetic ta inc', 'Glutamic-oxaloacetic transam incr', 'Transaminase glutamic-oxalacetic increased', 'Serum glutamic-oxaloacetic transaminase increased', 'Glutamic-oxaloacetic transaminase increased', 'Aspartate aminotransferase increased', 'AST increased', 'GOT increased', 'Glutamic-oxaloacetic transam. increased', 'SGOT increased', 'Serum glutamic-oxaloacetic ta increased']	[-5.874428352612122, -7.035276742696052, -6.862103688124641, -7.181666492659659, -7.0626202904544835, -7.296600413232671, -6.51327547076752, -5.161572333511658, -5.756559283750356, -6.971475044936773, -5.9532336595209445, -7.100935310141593]	[-9.076869907819518, -8.754829475818319, -9.143049388698346, -7.695470619061168, -7.876938509864439, -7.430280721653059, -8.600106190036216, -8.020205425360865, -6.68644507517614, -9.726805185462819, -6.932203159398831, -8.240184798015145]	[0.6471865755783759, 0.803588095248247, 0.7505268096448036, 0.9332329168889488, 0.8966199598498619, 0.9820087136101303, 0.7573482613870017, 0.6435710882404755, 0.8609297196086984, 0.7167281457796626, 0.8587794562035334, 0.861744667650176]	[5.496915221791034, 1.2476954928259796, 2.1873509756104035, 0.3736445394916686, 0.5046267309368757, 0.2554894451754534, 1.8014217787356164, 3.8976686906443287, 0.5664487345569079, 3.5151269858285974, 0.5949457885892832, 0.6983708586460264]	[1, 3, 2, 4, 4, 5, 2, 1, 3, 2, 3, 3]	[5, 4, 4, 2, 2, 2, 4, 5, 3, 5, 3, 3]
64	['SGPT increased', 'Serum glutamic-pyruvic ta incr', 'Serum glutamic-pyruvic transaminase increased', 'Transaminase glutamic-pyruvic increased', 'Alanine aminotransferase increased', 'ALT increased', 'Glutamic-pyruvate transaminase increased', 'Glutamic-pyruvic transam incr', 'GPT increased', 'GPT inc', 'Serum glutamic-pyruvic ta increased']	[-6.4383683562737595, -7.080650231308836, -7.235603920430211, -7.632378133422418, -6.765489626481188, -5.159286847373479, -7.1121464034435435, -7.032584320613632, -6.231582488135717, -5.520561108459124, -7.404690290357036]	[-7.428252647266085, -7.9406893302750525, -7.140477356019127, -7.070347884464338, -6.98412022338554, -8.037409003681086, -6.312152223224346, -8.351969248944666, -7.033951458737551, -9.451390471307388, -7.154357614135358]	[0.8667406269014497, 0.8916921361364447, 1.013322157562883, 1.0794911732975725, 0.9686960433223512, 0.6419092079313814, 1.1267387337833479, 0.8420270849898366, 0.8859291288390775, 0.5841004162528773, 1.0349902380791083]	[1.0914741156294463, 0.9585668162032547, 0.3688070493580111, 0.23122006543917722, 0.5047336009053708, 7.212149594345138, 0.1822548513981312, 1.5174477619017868, 0.9048499608360848, 20.665677949685, 0.3157868605234629]	[3, 4, 5, 5, 4, 1, 5, 3, 4, 1, 5]	[4, 3, 2, 1, 2, 5, 1, 4, 3, 5, 2]
65	['Abnormality of accommodation', 'Accommodation disorder', 'Accommodation abnormal', 'Accommodation disturbance', 'Accommodation difficulty', 'Visual accommodation disturbance of', 'Pupillary accommodation disorder', 'Accommodation debility']	[-5.123290158579157, -3.921915136303148, -4.538160420943296, -4.570612032160288, -3.932746976224232, -7.743307160833065, -7.536907928982835, -4.38827862951131]	[-7.252712561821411, -5.612239848060927, -6.048846061623974, -6.027170576178202, -5.746515292247586, -7.316556664947159, -9.215338687647826, -6.436253332554663]	[0.7063964158111511, 0.6988145985347011, 0.7502522588126347, 0.7583346073239046, 0.6843707492660391, 1.0583266850006674, 0.8178655374962238, 0.681806386848593]	[1.5489416686642021, 0.9984753752492096, 0.8342978056464053, 0.7903400714841932, 1.1296612579881105, 0.12019967078029156, 0.9866699020166712, 1.4277848725756492]	[2, 2, 2, 2, 2, 5, 3, 2]	[4, 3, 3, 3, 4, 1, 3, 4]
66	['Carcinoma in situ of stomach', 'Gastric cancer stage 0', 'Stomach cancer stage 0', 'Stomach carcinoma stage 0', 'Gastric malignancy stage 0', 'Gastric cancer in situ', 'Gastric carcinoma stage 0', 'Gastric carcinoma in situ', 'Gastric malignancy in situ', 'Stomach cancer in situ']	[-7.176532613457747, -5.964563130982448, -5.966703766964619, -5.758989960593223, -6.388657790012004, -5.569495038712688, -5.114331191070021, -5.057402625758146, -6.330415761387913, -5.492622056240906]	[-7.45045154830969, -5.215379639769747, -6.311556452610094, -6.990361432663618, -6.489021256547822, -5.146757173340204, -5.988875414702965, -5.088836725038648, -5.82763574831848, -6.254371063918808]	[0.9632345861085307, 1.143648889047275, 0.945361704638978, 0.8238472382391262, 0.9845333429237043, 1.0821367418618917, 0.8539718790132289, 0.9938229302728782, 1.08627512678954, 0.8782053383317152]	[1.1874050748401266, 0.4268459475975233, 1.2746913457616782, 3.0932516575533993, 0.9982164408739962, 0.5916225194908337, 2.164946404099512, 0.931727844931258, 0.5461134007252484, 1.934019325687578]	[4, 5, 4, 3, 5, 5, 3, 5, 5, 4]	[4, 2, 4, 5, 3, 3, 4, 3, 2, 4]
67	['Photosensitivity reaction', 'Photosensitivity toxic reaction', 'Photosensitive dermatitis', 'Rash photosensitivity', 'Photosensitive rash', 'Photosensitive reaction', 'Photosensitized']	[-5.143280514365596, -6.790292185122702, -3.4303029131914373, -5.918325099227086, -5.535760875966774, -4.357428847629411, -4.859411714735486]	[-6.61572279139396, -7.180946657752807, -6.4068143672205125, -6.268283121591793, -6.979597843886355, -5.830821544032498, -3.9485128318781006]	[0.7774328938111214, 0.9455984717267966, 0.5354147500733061, 0.9441700357855187, 0.793134647552182, 0.7473095883184732, 1.2306941680683656]	[1.88677125676169, 0.6395945839417114, 8.490400865951225, 0.614087890951501, 1.833564211795158, 1.888565333147218, 0.1740393037892629]	[2, 4, 1, 4, 3, 2, 5]	[4, 3, 5, 3, 4, 4, 1]
68	['ASAT', 'Aspartate aminotransferase', 'SGOT', 'GOT', 'AST', 'Asp transferase', 'Aspartate transferase', 'Serum glutamic-oxaloacetic transferase', 'ASPT', 'Glutamic-oxaloacetic transferase']	[-2.9820013912814813, -6.157933952404085, -3.1733868346696883, -2.878375271013805, 7.174154603717398e-08, -7.2388694298244385, -7.026957511947648, -7.07809708724814, -2.9895049252140846, -7.36042091426133]	[-7.068728334349743, -8.347019797530212, -6.893643272625805, -6.565965826995549, -8.699997385108574, -8.85219329800033, -8.417126480564153, -8.25658577691676, -7.309662989235804, -7.754095765178959]	[0.4218582537386193, 0.7377404273350529, 0.46033522611635486, 0.43837804625475646, -8.246157195399968e-09, 0.8177486851150964, 0.8348404325601473, 0.8572668265660893, 0.4089798571584523, 0.949230076228167]	[0.2669149854116019, 0.0400163893144588, 0.18501921709778493, 0.179073048346154, 26.908586483373362, 0.022500265881758158, 0.01800000843573857, 0.014566027701711977, 0.33709383102983304, 0.006645089154464003]	[1, 2, 1, 1, 1, 3, 3, 3, 1, 4]	[2, 1, 1, 1, 5, 1, 1, 1, 2, 1]
69	['Malaise', 'Discomfort bodily', 'Feeling unwell', 'Feels poorly', 'Ill defined experience', 'Feels awful', 'Felt generally ill', 'Generally off-color', 'Feeling lifeless', 'Feeling miserable', 'Generally unwell', 'General malaise']	[-4.349181219819626, -5.710298903696352, -4.6359878400034935, -4.844880410208303, -6.9374762511448855, -4.554742148984416, -7.1481566403744, -5.636743910523029, -5.204227408060496, -4.6169064282158345, -4.712369758487557, -5.702186075287544]	[-5.13390173764719, -8.511501207222768, -6.694366596266003, -6.2695957496694925, -6.605953713220819, -6.3944228594037655, -8.045839620811474, -7.895661642180973, -8.039921647207631, -6.519653129298393, -7.676434132814558, -7.199517453371501]	[0.8471492915275015, 0.6708920981942239, 0.6925207595576501, 0.7727580219926787, 1.0501854164161906, 0.712299178382631, 0.8884289244201294, 0.7139039343339976, 0.6472982743392769, 0.7081521572778334, 0.6138748378421598, 0.7920233699297773]	[0.452026357582457, 3.395554235099702, 1.615498294902035, 0.8572549049055249, 0.148042209972126, 1.2981567905994893, 0.5060841470489519, 1.9742378521223412, 3.514716732089728, 1.382663063360854, 3.996140694038767, 0.9218212674043231]	[3, 1, 2, 2, 5, 2, 4, 2, 1, 2, 1, 3]	[2, 5, 4, 3, 1, 4, 2, 4, 5, 4, 5, 3]
70	['Concentration loss', 'Cerebration impaired', 'Mental concentration difficulty', 'Concentration impaired', 'Concentration (mental) abnormal', 'Mental concentration difficult', 'Mental concentration impaired', 'Concentration impairment']	[-5.98214974371779, -7.078566485210691, -5.946270715872248, -6.178419737706441, -6.864005326618255, -6.175778170646806, -6.1600959716189365, -6.774330754806188]	[-8.042485852462908, -7.749866937476283, -7.30615186377292, -8.696902889928694, -8.563426966844121, -7.876055835082535, -7.913714983506637, -8.860634454473638]	[0.7438184975962169, 0.9133790995791988, 0.813871765430506, 0.7104160890265038, 0.8015488837814946, 0.7841206690203827, 0.7784076106427255, 0.764542402647691]	[1.4512867509686798, 0.36182844833646566, 0.720359862022374, 2.2946896849739398, 1.01160290637275, 1.0124692336970518, 1.067942051869506, 1.4894667474703944]	[2, 4, 3, 2, 3, 3, 2, 2]	[4, 2, 3, 4, 3, 3, 4, 4]
71	['Intervertebral disc bulging', 'Slipped disc', 'Intervertebral disc herniation', 'Intervertebral disc extrusion', 'Intervertebral disc prolapse', 'Intervertebral disc protrusion']	[-6.002853712762549, -5.396727890288518, -6.3087989687374115, -6.07792959274336, -5.778880375135322, -5.960734071708688]	[-6.905226037976224, -6.775460389214814, -6.360250285105616, -7.123494826624186, -6.410604398222799, -6.975898182592696]	[0.8693203784711817, 0.7965108760548635, 0.9919104887289274, 0.8532229952672938, 0.9014564019482143, 0.8544754977334393]	[1.0658488216647806, 1.7162328255264259, 0.4551403202213039, 1.2299387925945666, 0.8131198163039359, 1.1931099279832706]	[3, 3, 5, 3, 4, 3]	[4, 4, 2, 4, 3, 4]
72	['IVth nerve disorder', 'Trochlear nerve paralysis', 'Fourth or trochlear nerve palsy', 'Paresis of fourth cranial nerve', 'Fourth nerve paralysis', 'Trochlear nerve disorder', 'IVth nerve paralysis', 'Fourth nerve paresis', 'IVth nerve paresis', 'IVth nerve palsy']	[-6.838435401768865, -4.985822139081413, -5.875094532772145, -6.919550494861349, -5.3036057880113665, -5.276257930624098, -6.475390662340509, -6.227081455949717, -6.854358760846086, -6.407284627457455]	[-7.787007603417497, -6.762513981884986, -8.589067063036715, -5.91800884036227, -7.604600189071006, -7.034169047759512, -7.461021524368066, -8.478365418206739, -8.16003370767665, -7.348479077443834]	[0.8781852734762541, 0.7372734684818593, 0.6840201024923621, 1.169236255219546, 0.6974207264220772, 0.7500897255667555, 0.8678959900050632, 0.7344672172984505, 0.8399914763094379, 0.8719198299311518]	[0.6950857146740307, 1.5910585200347818, 4.062019314458065, 0.09888141583027406, 2.687743754945187, 1.5614561336935007, 0.7213279071288708, 2.5574013622193386, 0.9934044811730636, 0.6899764156323619]	[4, 2, 2, 5, 2, 2, 3, 2, 3, 4]	[3, 4, 5, 1, 5, 4, 3, 5, 3, 3]
73	['Computer-assisted transaxial tomography normal', 'Computerized axial tomogram normal', 'Computerized transverse axial tomogram normal', 'Computerized axial tomography normal', 'Computerized transverse axial tomography normal', 'CAT normal', 'Computerised tomogram normal', 'Computerized tomography normal', 'CT normal', 'CT scan normal', 'CTT normal', 'CAT scan normal', 'EMI scan normal', 'CTT scan normal']	[-7.732069315084216, -7.126405032170142, -7.543780493607154, -7.016826504853179, -7.458552750138405, -6.026436848762558, -8.219859703749469, -6.635876346693688, -5.197880111374166, -5.471940914209173, -5.959986180610568, -6.453023957394777, -6.733884938900789, -7.085183258794689]	[-7.26273837584346, -7.280752387439775, -7.492482047100467, -7.189384849393756, -7.4516307086722335, -8.581619515393804, -7.0462536003063745, -6.398036600718511, -6.423355931317119, -5.790622604336679, -7.597725392562831, -8.065653486696743, -8.64305694795781, -7.347619795721741]	[1.0646217604095163, 0.9788006311633531, 1.0068466559124474, 0.9759981767348109, 1.0009289297519959, 0.702249364231573, 1.1665574601788482, 1.0371738645490818, 0.8092156447429394, 0.9449659023040388, 0.7844434844202987, 0.800062136073439, 0.7791091716099219, 0.9642827821494167]	[0.3327857406627484, 0.6209044193350538, 0.505491566175104, 0.6323152893124204, 0.5284286329695228, 6.850058472387853, 0.16455151746589708, 0.4194691799726868, 1.8122158837463658, 0.7318031015550011, 2.7368667212399025, 2.6690004820242454, 3.590338654491209, 0.6917788596950818]	[5, 4, 5, 4, 5, 2, 5, 5, 3, 4, 3, 3, 2, 4]	[2, 3, 2, 3, 2, 5, 1, 2, 4, 3, 5, 5, 5, 3]
74	['CAT scan abnormal', 'Computer-assisted transaxial tomography abnormal', 'Computerized axial tomogram abnormal', 'Computerized axial tomography abnormal', 'Computerized transverse axial tomography abnormal', 'CAT abnormal', 'Computerised tomogram abnormal', 'Computerized tomography abnormal', 'CT abnormal', 'CT scan abnormal', 'CTT abnormal', 'Computerized transverse axial tomogram abnormal', 'EMI scan abnormal', 'CTT scan abnormal']	[-7.25776296646932, -7.971559395046841, -7.338986107322262, -7.324742321947981, -7.698042830101027, -6.930164043091685, -8.51747320896244, -7.06695849062641, -6.146114643788409, -6.544926259641898, -6.838088772803547, -7.709121329836581, -7.538623947975332, -7.889922267869232]	[-8.820385260391163, -7.7462175727569385, -7.818699646243914, -7.962951564455321, -8.096269637890204, -9.817854193534764, -7.507351250709923, -7.364994994545468, -7.5524736007120294, -6.545354378031099, -8.19640159057953, -7.953579697504016, -9.397788721652232, -7.951405214677277]	[0.8228396778835776, 1.0290905619643862, 0.9386453552858877, 0.9198526780752817, 0.9508135443111365, 0.7058735958469748, 1.1345510453046932, 0.9595333731876554, 0.8137882988705804, 0.9999345920229104, 0.8342793721409223, 0.9692643593243743, 0.8021699754333231, 0.9922676627403474]	[2.5925564807854395, 0.43373580733251954, 0.8778633740367622, 1.028633678288452, 0.8091661232792456, 9.754339897137003, 0.19787894877645099, 0.7320244654051905, 2.2175014966096627, 0.5435955796153223, 2.1134780829866595, 0.6938361238456707, 3.4875062067640052, 0.5778188313544954]	[3, 5, 4, 4, 4, 2, 5, 4, 3, 5, 3, 4, 3, 5]	[5, 2, 3, 3, 3, 5, 1, 3, 4, 2, 4, 3, 5, 3]
75	['LDL inc', 'Low density lipoprotein increased', 'LDL increased', 'Low density lipoprotein cholesterol high', 'LDL cholesterol increased', 'Raised LDL', 'Low density lipoprotein cholesterol increased']	[-4.4337349196854685, -6.4495733783183375, -5.339656874645634, -6.084953749216825, -6.054405236039581, -6.304667629988496, -6.209074194687096]	[-12.58148747876468, -7.166790402749072, -7.759850983059266, -6.7171596099670365, -6.768249894433183, -8.541093233915786, -6.333809408995614]	[0.3524014888675784, 0.8999249337394294, 0.6881133266995434, 0.905881965375345, 0.8945303927118986, 0.7381569849809532, 0.9803064465231047]	[715.6432662115068, 0.4242833691997628, 2.3294294365852726, 0.3897051361092992, 0.42285494032164644, 1.9383844261463066, 0.23460887021678906]	[1, 4, 2, 4, 4, 2, 5]	[5, 2, 5, 2, 2, 4, 2]
76	['Uterine cervix carcinoma stage 0', 'Carcinoma in situ of cervix', 'Carcinoma in situ of cervix uteri', 'Cervical carcinoma in situ', 'Cervix carcinoma stage 0', 'Carcinoma uterine cervix in situ', 'In situ cancer of cervix', 'Cervical cancer stage 0', 'Cervical intraepithelial neoplasia III', 'Cervical carcinoma stage 0', 'CIS of cervix']	[-6.2814205325510475, -6.790645351597828, -6.838245803324577, -5.310501893852797, -6.240135373775302, -6.500841664414644, -6.3675891669223, -5.9694912000968285, -6.739199397308671, -5.367430459164671, -5.397392034420637]	[-6.0639556425665795, -7.7784449255866255, -7.026262004557779, -5.519817854758676, -6.43625221314835, -6.710831110971438, -6.514355102593363, -5.384927743133255, -6.655782018599074, -6.419856544422991, -9.43496231068096]	[1.035861886663212, 0.8730080905066894, 0.9732409350645849, 0.9620791905795539, 0.9695293420956361, 0.968708876280095, 0.9774703814330545, 1.1085554876217227, 1.0125330695140697, 0.8360670401315158, 0.5720629141581685]	[0.5793816206348267, 1.9337682267282172, 0.8690863215430793, 0.887796201952377, 0.8761550673677888, 0.888394321345135, 0.8339656288603144, 0.40136161198586795, 0.662492259972086, 2.0628676125181236, 40.82282048746232]	[5, 4, 4, 4, 4, 4, 4, 5, 5, 3, 1]	[3, 4, 3, 3, 3, 3, 3, 2, 3, 4, 5]
77	['ADHD, predominantly hyperactive-impulsive type', 'Attention deficit hyperactivity disorder', 'Syndrome hyperkinetic', 'Hyperkinetic syndrome of childhood', 'Unspecified hyperkinetic syndrome of childhood', 'Attention deficit disorder of childhood with hyperactivity', 'ADDH', 'Hyperactive child syndrome', 'ADHD']	[-5.740604051414352, -4.68522672900489, -4.9202571324732824, -4.898038124120716, -6.065565363120337, -5.993594542827831, -3.6531422239895046, -4.794518980286846, -1.875905449974244]	[-8.32715509276265, -5.972572749267895, -7.776596210061239, -7.400947251003335, -7.660638440878126, -7.676369777016728, -7.1710381813158435, -6.517897077674877, -7.509099927405691]	[0.6893835874875998, 0.7844570381464495, 0.6327006057107003, 0.6618123272607701, 0.7917832710592005, 0.7807850216873119, 0.5094300339256003, 0.7355929256245928, 0.24981761703926986]	[0.45694563697638124, 0.12463125361046523, 0.5984556759963887, 0.42028057042293093, 0.1695395891643152, 0.18508008445797128, 1.1596915499297589, 0.19274951256027462, 9.61623277577637]	[2, 3, 1, 1, 3, 3, 1, 2, 1]	[2, 1, 3, 2, 1, 1, 4, 1, 5]
78	['Hearing impaired', 'Hearing decreased', 'Unspecified hearing loss', 'Hearing reduced', 'Hard of hearing', 'Hypoacusis', 'Hearing loss']	[-4.998181410917673, -6.057568599181245, -5.065534757582974, -5.971089406751513, -4.959011021980018, -4.5816788851274595, -3.7315620434365946]	[-5.8519946695021945, -7.662734509192199, -6.317630627181216, -7.607824161933546, -6.702721983878287, -6.577493734594723, -5.177814941557115]	[0.854098763446558, 0.7905230948448755, 0.8018092630786016, 0.7848616476480113, 0.7398503225865063, 0.6965690991129104, 0.7206827755637031]	[0.5519306789336549, 1.1700188142002708, 0.8219709614778131, 1.207544156449895, 1.34388527968522, 1.7292171102392069, 0.9981086082429842]	[3, 3, 3, 3, 2, 2, 2]	[2, 4, 3, 4, 4, 4, 3]
79	['Smell alteration', 'Smell change', 'Smell perversion', 'Parosmia', 'Altered smell sensation', 'Perversion olfactory', 'Strange smell sensation']	[-6.577479350276088, -5.210403743470142, -5.47639390941138, -4.223037570073413, -6.864710718513528, -5.58648152326716, -6.936935679384594]	[-7.8875498336765055, -7.137233669582258, -7.141171356191234, -7.414443972134821, -7.978762762353595, -9.589395626334792, -6.8741487632689715]	[0.8339065348523099, 0.7300312676711209, 0.7668761378570577, 0.5695690177098317, 0.8603728326030036, 0.5825686770003874, 1.0091337732536594]	[0.4725375255738751, 0.8755713158551937, 0.6737264219522029, 3.1009167781680675, 0.38842446492388333, 6.9810930621046365, 0.11973246116397812]	[3, 2, 2, 1, 3, 1, 5]	[2, 3, 3, 5, 2, 5, 1]
80	['Pneumocystis jiroveci pneumonia', 'PCP', 'Pneumocystosis', 'Interstitial plasma cell pneumonia', 'Pneumocystis carinii pneumonia', 'Pneumocystis jirovecii pneumonia', 'Pneumocystis pneumonia']	[-7.3174017243697005, -1.974483329712414, -5.799050451954059, -9.401601560282286, -7.417743147311869, -7.228283673197539, -6.117205536916621]	[-8.129320832334608, -8.127430397878886, -6.5123724647387355, -8.348066894931266, -3.2483635469596264, -8.428246869039397, -4.703143176192538]	[0.900124607613532, 0.2429406630449544, 0.8904666438157582, 1.1262010329589836, 2.2835323202215654, 0.8576260028346058, 1.3006632602388362]	[0.7772703251427945, 162.23743005515334, 0.704290634095293, 0.12034160721881872, 0.005336070338215552, 1.1457701231624864, 0.08391519705102574]	[4, 1, 4, 5, 5, 3, 5]	[3, 5, 3, 1, 1, 4, 1]
81	['Feelings of weakness', 'Weakness', 'Debility', 'Weakness generalised', 'Strength loss of', 'Debility, unspecified', 'General debility']	[-3.901788136288429, -1.1935130798848967, -3.8513315557306247, -5.045321581374187, -3.965901289581678, -5.846554233530953, -5.603873009909442]	[-5.80870348101976, -7.78438698571956, -6.813700197062111, -8.732361502380504, -6.432588104643652, -6.649384379443121, -7.973145222591883]	[0.6717141181397405, 0.15332139602956454, 0.5652334919859282, 0.5777728716337266, 0.616532758675892, 0.8792624850513749, 0.7028434643371206]	[0.14168230847168115, 15.329676174646728, 0.4070925615342217, 0.8402604162844531, 0.24798264335230932, 0.04696967064960395, 0.2249648470924241]	[1, 1, 1, 1, 1, 4, 2]	[1, 5, 2, 3, 2, 1, 1]
